run_id,goal_id,condition_id,model_condition,seed,target_domains,config_path,output_dir,c2_target_seed,pre_run_status,target_domain,observed_status,primary_metric_value,trainable_parameters,learned_forward_supported_flops,checkpoint_path,failure_or_invalid_reason
RUN-0046,C06,M2,M2,456,2|3,configs/experiments/p01/p01_c06_m2.yaml,results/p01/c06_m2_seed456,not_applicable,planned,2,succeeded,0.4444444444444444,27907,23168512,results/p01/c06_m2_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083331/iter_0/model-epoch=00-val_loss=1.4396.ckpt,
RUN-0046,C06,M2,M2,456,2|3,configs/experiments/p01/p01_c06_m2.yaml,results/p01/c06_m2_seed456,not_applicable,planned,3,succeeded,0.4444444444444444,27907,23168512,results/p01/c06_m2_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083331/iter_0/model-epoch=00-val_loss=1.4396.ckpt,
RUN-0047,C06,M3,M3,456,2|3,configs/experiments/p01/p01_c06_m3.yaml,results/p01/c06_m3_seed456,not_applicable,planned,2,succeeded,0.6555555555555556,47235,45991424,results/p01/c06_m3_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083357/iter_0/model-epoch=01-val_loss=1.5065.ckpt,
RUN-0047,C06,M3,M3,456,2|3,configs/experiments/p01/p01_c06_m3.yaml,results/p01/c06_m3_seed456,not_applicable,planned,3,succeeded,0.5,47235,45991424,results/p01/c06_m3_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083357/iter_0/model-epoch=01-val_loss=1.5065.ckpt,
RUN-0048,C06,M4,M4,456,2|3,configs/experiments/p01/p01_c06_m4.yaml,results/p01/c06_m4_seed456,not_applicable,planned,2,succeeded,0.2222222222222222,49411,46004224,results/p01/c06_m4_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083429/iter_0/model-epoch=00-val_loss=0.9202.ckpt,
RUN-0048,C06,M4,M4,456,2|3,configs/experiments/p01/p01_c06_m4.yaml,results/p01/c06_m4_seed456,not_applicable,planned,3,succeeded,0.2222222222222222,49411,46004224,results/p01/c06_m4_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083429/iter_0/model-epoch=00-val_loss=0.9202.ckpt,
RUN-0049,C06,M5,M5,456,2|3,configs/experiments/p01/p01_c06_m5.yaml,results/p01/c06_m5_seed456,not_applicable,planned,2,succeeded,0.4444444444444444,47235,45991424,results/p01/c06_m5_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083501/iter_0/model-epoch=00-val_loss=1.6642.ckpt,
RUN-0049,C06,M5,M5,456,2|3,configs/experiments/p01/p01_c06_m5.yaml,results/p01/c06_m5_seed456,not_applicable,planned,3,succeeded,0.4444444444444444,47235,45991424,results/p01/c06_m5_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083501/iter_0/model-epoch=00-val_loss=1.6642.ckpt,
RUN-0050,C06,C1,M4,456,2|3,configs/experiments/p01/p01_c06_c1.yaml,results/p01/c06_c1_seed456,not_applicable,planned,2,succeeded,0.2222222222222222,49411,46004224,results/p01/c06_c1_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083538/iter_0/model-epoch=00-val_loss=0.9202.ckpt,
RUN-0050,C06,C1,M4,456,2|3,configs/experiments/p01/p01_c06_c1.yaml,results/p01/c06_c1_seed456,not_applicable,planned,3,succeeded,0.2222222222222222,49411,46004224,results/p01/c06_c1_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083538/iter_0/model-epoch=00-val_loss=0.9202.ckpt,
RUN-0051,C06,C2,M5,456,2|3,configs/experiments/p01/p01_c06_c2.yaml,results/p01/c06_c2_seed456,31042,planned,2,succeeded,0.4444444444444444,47235,45991424,results/p01/c06_c2_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083609/iter_0/model-epoch=00-val_loss=1.8470.ckpt,
RUN-0051,C06,C2,M5,456,2|3,configs/experiments/p01/p01_c06_c2.yaml,results/p01/c06_c2_seed456,31042,planned,3,succeeded,0.4444444444444444,47235,45991424,results/p01/c06_c2_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083609/iter_0/model-epoch=00-val_loss=1.8470.ckpt,
RUN-0052,C06,C3,C3,456,2|3,configs/experiments/p01/p01_c06_c3.yaml,results/p01/c06_c3_seed456,not_applicable,planned,2,succeeded,0.4444444444444444,55555,46336640,results/p01/c06_c3_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083646/iter_0/model-epoch=00-val_loss=1.8423.ckpt,
RUN-0052,C06,C3,C3,456,2|3,configs/experiments/p01/p01_c06_c3.yaml,results/p01/c06_c3_seed456,not_applicable,planned,3,succeeded,0.4444444444444444,55555,46336640,results/p01/c06_c3_seed456/metadata.xlsx/M_P01Alignment/T_DGclassification_12_083646/iter_0/model-epoch=00-val_loss=1.8423.ckpt,
