split,scope,groups,post_hoc,interval_scope,source_in_sample,bootstrap_repeats,analysis_seed,seed,term,value,lower,upper,seed_sd
validation,condition:2,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,MLP16_input,-0.011370211835563193,-0.0525410845447182,0.03383515557308858,
validation,condition:2,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,mean_level,0.0020787127892458734,-0.05405911116994622,0.05821653674843774,
validation,condition:2,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,residual,0.0,0.0,0.0,
validation,condition:2,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,Delta_pipe,-0.048588409960762524,-0.19854428614148056,0.1389256800506167,0.007911426035385544
validation,condition:2,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,O_input,-0.0640693531047473,-0.24978207785610307,0.16430755859340462,0.0059910674489421015
validation,condition:2,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,MLP16_input,-0.01399150618132631,-0.05975884400955797,0.03177645587649203,0.0027154834781936425
validation,condition:2,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,mean_level,0.0014894369626584636,-0.03412215033885909,0.037101024264175976,0.0008745052822747536
validation,condition:2,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,residual,0.0,0.0,0.0,0.0
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,Delta_pipe,-0.059900137728958636,-0.22262493733251643,0.1572340438493336,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,O_input,-0.07394554188665248,-0.26024133973291647,0.1881396479869456,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,MLP16_input,-0.013560763533524645,-0.06699621790777749,0.04342125285191611,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,mean_level,0.00048464062416919695,-0.03164280542441322,0.03303564767270639,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,residual,0.0,0.0,0.0,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,Delta_pipe,-0.0549609228142699,-0.17656555768319518,0.0883684937831426,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,O_input,-0.06628237516401969,-0.20583465789274863,0.12366373247696671,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,MLP16_input,-0.009416494875189474,-0.054781075431350246,0.040603157231736256,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,mean_level,0.0019049574745603204,-0.02014380062119059,0.03441305185734267,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,residual,0.0,0.0,0.0,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,Delta_pipe,-0.05967545997828261,-0.20626646727356912,0.12991492589271214,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,O_input,-0.06779582788905492,-0.21807176798227346,0.12112584852018582,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,MLP16_input,-0.006041655121526435,-0.05099674906494189,0.04284832708817899,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,mean_level,0.0020787127892458734,-0.05405911116994622,0.05821653674843774,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,residual,0.0,0.0,0.0,
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,Delta_pipe,-0.058178840173837044,-0.20120783285063104,0.12517248784172944,0.0027890615128865343
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,O_input,-0.06934124831324236,-0.22740736900419956,0.14046065986555056,0.00405860496603678
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,MLP16_input,-0.00967297117674685,-0.05486074042675938,0.04095186746148218,0.0037661097830242515
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,mean_level,0.0014894369626584636,-0.03412215033885909,0.037101024264175976,0.0008745052822747536
validation,condition:3,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,residual,0.0,0.0,0.0,0.0
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,Delta_pipe,-0.048498258498635094,-0.22184443626143774,0.1740687027362796,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,O_input,-0.06538126909829889,-0.2712805811682634,0.20706621484571863,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,MLP16_input,-0.016398369975494598,-0.07151464350803577,0.0374466181840829,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,mean_level,0.00048464062416919695,-0.03164280542441322,0.0330356476727065,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,42,residual,0.0,0.0,0.0,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,Delta_pipe,-0.05033152505971361,-0.17349270778437015,0.09555148761922727,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,O_input,-0.06484243406002321,-0.21687859329974685,0.12530019035007967,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,MLP16_input,-0.012605951525749282,-0.05540371399057742,0.034470817645769314,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,mean_level,0.0019049574745603204,-0.02014380062119059,0.03441305185734289,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,123,residual,0.0,0.0,0.0,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,Delta_pipe,-0.05775679812838408,-0.2009073968091109,0.1353951787866733,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,O_input,-0.06959582718950108,-0.2316609417591005,0.13028886074252166,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,MLP16_input,-0.009760316271871128,-0.0516300762754221,0.035985256342191185,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,mean_level,0.0020787127892458734,-0.05405911116994622,0.05821653674843774,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,456,residual,0.0,0.0,0.0,
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,Delta_pipe,-0.05219552722891093,-0.19720581951944557,0.13226472450298374,0.004902654085695558
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,O_input,-0.06660651011594106,-0.23495166147742763,0.1578237720142501,0.002602805836847318
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,MLP16_input,-0.012921545924371669,-0.058183920105721924,0.03373570127937279,0.00333026111759704
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,mean_level,0.0014894369626584636,-0.03412215033885909,0.03710102426417591,0.0008745052822747536
validation,source_selection,5,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,True,2000,20260919,finite_mean_42_123_456,residual,0.0,0.0,0.0,0.0
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,Delta_pipe,0.07355218096439409,0.021620848931314326,0.14348578300716314,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,O_input,0.09218043749826232,0.024024909930148528,0.18059267956620395,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,MLP16_input,0.01446275329396074,-0.007888905996886963,0.038512546922902735,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,mean_level,-0.004165503239907498,-0.02711367898889494,0.02633121656827686,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,residual,0.0,0.0,0.0,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,Delta_pipe,0.04589448682494124,0.0035067037296863113,0.08881035479711563,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,O_input,0.062474827447743464,0.00347356319935786,0.12239917793614749,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,MLP16_input,0.01384128461410794,-0.007524355474453737,0.03746962779760954,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,mean_level,-0.002739056008694285,-0.018488168934230664,0.020481011407578964,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,residual,0.0,0.0,0.0,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,Delta_pipe,0.04318329353478001,-0.02364765330804725,0.12575046191310857,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,O_input,0.05968024522936899,-2.9270958892491095e-05,0.12493626710485355,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,MLP16_input,0.015559895972170446,-0.005685596434628626,0.03847055547198712,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,mean_level,-0.0009370557224185339,-0.058599534108000895,0.041646580104842124,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,residual,0.0,0.0,0.0,
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,Delta_pipe,0.05420998710803845,0.0046853664452666775,0.11714957489008924,0.016805593998629898
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,O_input,0.07144517005845825,0.010585383271995387,0.14277639030945688,0.018011549330747834
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,MLP16_input,0.014621311293413042,-0.006044049152326242,0.037512518202646415,0.0008702078656321714
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,mean_level,-0.002613871657006772,-0.03297102470370561,0.027743281389692176,0.0016178602179192521
test,condition:0,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,residual,0.0,0.0,0.0,0.0
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,Delta_pipe,0.20490282634087997,0.075145272661997,0.3426418627992541,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,O_input,0.24673259370247858,0.07435021795610686,0.4226031120474639,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,MLP16_input,0.037664264121691104,-0.0019484078271098935,0.08290806750644675,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,mean_level,-0.004165503239907498,-0.02711367898889494,0.02633121656827686,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,residual,0.0,0.0,0.0,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,Delta_pipe,0.1391979415071769,0.04857414032538243,0.23037499398445851,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,O_input,0.1877094656609396,0.05069974650986242,0.31612686743959395,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,MLP16_input,0.04577246814506841,0.006888293333482398,0.08095082987398154,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,mean_level,-0.002739056008694285,-0.018488168934230664,0.020481011407578964,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,residual,0.0,0.0,0.0,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,Delta_pipe,0.1248599903005122,0.02391372405482042,0.23179388893225472,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,O_input,0.1760478544061428,0.0501830737033105,0.2932323435333801,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,MLP16_input,0.05025080838321205,0.011104688675844377,0.08761828495652127,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,mean_level,-0.0009370557224185339,-0.058599534108000895,0.041646580104842124,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,residual,0.0,0.0,0.0,
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,Delta_pipe,0.15632025271618968,0.05143529369966926,0.2660171205812369,0.04268013655320251
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,O_input,0.20349663792318698,0.05784337295577769,0.3434552260314645,0.037894712010729734
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,MLP16_input,0.04456251354999052,0.00614253302321416,0.08360387459815154,0.006379911183035314
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,mean_level,-0.002613871657006772,-0.03297102470370561,0.027743281389692176,0.0016178602179192521
test,condition:1,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,residual,0.0,0.0,0.0,0.0
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,Delta_pipe,0.06622598987369555,0.006659258584486658,0.14416644096014686,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,O_input,0.08424201217087246,0.02481129740401421,0.17270139713515797,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,MLP16_input,0.013850519057269417,-0.0076298498200221415,0.036844650050647604,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,mean_level,-0.004165503239907498,-0.02711367898889494,0.02633121656827686,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,residual,0.0,0.0,0.0,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,Delta_pipe,0.04245834958188732,-0.006062568007438191,0.09282181195246278,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,O_input,0.059022371855245837,0.004917269098432953,0.12127022321285798,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,MLP16_input,0.013824966264664229,-0.007097528551669785,0.03621342030455749,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,mean_level,-0.002739056008694285,-0.018488168934230664,0.020481011407578964,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,residual,0.0,0.0,0.0,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,Delta_pipe,0.03891865170260789,-0.032070733934562126,0.12894554437901304,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,O_input,0.05558433359716064,-0.000998657633201283,0.12227523870556849,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,MLP16_input,0.01572862617213422,-0.00530398645814778,0.03797505864711001,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,mean_level,-0.0009370557224185339,-0.058599534108000895,0.041646580104842124,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,residual,0.0,0.0,0.0,
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,Delta_pipe,0.049200997052730254,-0.006876448284450953,0.1198438746566391,0.014849920898260155
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,O_input,0.06628290587442631,0.011098789363162775,0.13658884595381718,0.015647752266421625
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,MLP16_input,0.014468037164689288,-0.0065601835090068,0.03716658820008473,0.0010917768639107203
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,mean_level,-0.002613871657006772,-0.03297102470370561,0.027743281389692176,0.0016178602179192521
test,condition:2,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,finite_mean_42_123_456,residual,0.0,0.0,0.0,0.0
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,Delta_pipe,0.07587454463808196,-0.0063231825120213525,0.17792847124661415,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,O_input,0.09825223712137099,0.007811415482551265,0.21302833745358027,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,MLP16_input,0.018212189243381527,-0.006724389782650775,0.045025329619200506,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,mean_level,-0.004165503239907498,-0.02711367898889494,0.02633121656827686,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,42,residual,0.0,0.0,0.0,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,Delta_pipe,0.046424872373034276,-0.018707807097833817,0.11976979805159985,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,O_input,0.067463752086527,-0.009623311306853951,0.15570846972323313,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,MLP16_input,0.018299823704798435,-0.005218198342711644,0.044512766201183135,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,mean_level,-0.002739056008694285,-0.018488168934230664,0.020481011407578964,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,123,residual,0.0,0.0,0.0,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,Delta_pipe,0.04507391216520773,-0.04275378483256187,0.14852369213510694,
test,condition:3,7,True,post-hoc descriptive; fixed predictors and source constants; no source-estimation uncertainty,False,2000,20260919,456,O_input,0.06648347174278291,-0.010568702932507446,0.1513043280888502,
