file,dataset,dataset_id,metadata_id,recording_id,original_recording,raw_exists,h5_exists,h5_shape,h5_dtype,label,duplicate_original_path,shared_resolved_raw_path,shared_raw_inode,group,metadata_rate,metadata_channel,metadata_length,observed_length,observed_channels
RM_001_CWRU.h5,RM_001_CWRU,1,17,17,122.mat,True,True,"(244739, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,244739.0,244739,2
RM_001_CWRU.h5,RM_001_CWRU,1,18,18,123.mat,True,True,"(487384, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,487384.0,487384,2
RM_001_CWRU.h5,RM_001_CWRU,1,19,19,124.mat,True,True,"(486804, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,486804.0,486804,2
RM_001_CWRU.h5,RM_001_CWRU,1,20,20,125.mat,True,True,"(488545, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,488545.0,488545,2
RM_001_CWRU.h5,RM_001_CWRU,1,21,21,130.mat,True,True,"(121991, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,22,22,131.mat,True,True,"(122426, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122426.0,122426,2
RM_001_CWRU.h5,RM_001_CWRU,1,23,23,132.mat,True,True,"(121410, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121410.0,121410,2
RM_001_CWRU.h5,RM_001_CWRU,1,24,24,133.mat,True,True,"(122571, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122571.0,122571,2
RM_001_CWRU.h5,RM_001_CWRU,1,25,25,135.mat,True,True,"(243538, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,243538.0,243538,2
RM_001_CWRU.h5,RM_001_CWRU,1,26,26,136.mat,True,True,"(486804, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,486804.0,486804,2
RM_001_CWRU.h5,RM_001_CWRU,1,27,27,137.mat,True,True,"(486804, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,486804.0,486804,2
RM_001_CWRU.h5,RM_001_CWRU,1,28,28,138.mat,True,True,"(487964, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,487964.0,487964,2
RM_001_CWRU.h5,RM_001_CWRU,1,29,29,144.mat,True,True,"(122281, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122281.0,122281,2
RM_001_CWRU.h5,RM_001_CWRU,1,30,30,145.mat,True,True,"(121846, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,31,31,146.mat,True,True,"(121556, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121556.0,121556,2
RM_001_CWRU.h5,RM_001_CWRU,1,32,32,147.mat,True,True,"(122281, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122281.0,122281,2
RM_001_CWRU.h5,RM_001_CWRU,1,33,33,148.mat,True,True,"(124602, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,124602.0,124602,2
RM_001_CWRU.h5,RM_001_CWRU,1,34,34,149.mat,True,True,"(485063, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,485063.0,485063,2
RM_001_CWRU.h5,RM_001_CWRU,1,35,35,150.mat,True,True,"(485643, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,485643.0,485643,2
RM_001_CWRU.h5,RM_001_CWRU,1,36,36,151.mat,True,True,"(486224, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,486224.0,486224,2
RM_001_CWRU.h5,RM_001_CWRU,1,37,37,156.mat,True,True,"(122281, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122281.0,122281,2
RM_001_CWRU.h5,RM_001_CWRU,1,38,38,158.mat,True,True,"(121991, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,39,39,159.mat,True,True,"(122281, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122281.0,122281,2
RM_001_CWRU.h5,RM_001_CWRU,1,40,40,160.mat,True,True,"(122136, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122136.0,122136,2
RM_001_CWRU.h5,RM_001_CWRU,1,41,41,161.mat,True,True,"(129969, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,129969.0,129969,2
RM_001_CWRU.h5,RM_001_CWRU,1,42,42,162.mat,True,True,"(482742, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,482742.0,482742,2
RM_001_CWRU.h5,RM_001_CWRU,1,43,43,163.mat,True,True,"(483323, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,483323.0,483323,2
RM_001_CWRU.h5,RM_001_CWRU,1,44,44,164.mat,True,True,"(484483, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,484483.0,484483,2
RM_001_CWRU.h5,RM_001_CWRU,1,45,45,169.mat,True,True,"(121846, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,46,46,170.mat,True,True,"(121846, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,47,47,171.mat,True,True,"(121846, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,48,48,172.mat,True,True,"(121701, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121701.0,121701,2
RM_001_CWRU.h5,RM_001_CWRU,1,49,49,174.mat,True,True,"(63788, 2, 1)",float64,1.0,False,False,False,,48000.0,2.0,63788.0,63788,2
RM_001_CWRU.h5,RM_001_CWRU,1,50,50,175.mat,True,True,"(381890, 2, 1)",float64,1.0,False,False,False,,48000.0,2.0,381890.0,381890,2
RM_001_CWRU.h5,RM_001_CWRU,1,51,51,176.mat,True,True,"(487964, 2, 1)",float64,1.0,False,False,False,,48000.0,2.0,487964.0,487964,2
RM_001_CWRU.h5,RM_001_CWRU,1,52,52,177.mat,True,True,"(485063, 2, 1)",float64,1.0,False,False,False,,48000.0,2.0,485063.0,485063,2
RM_001_CWRU.h5,RM_001_CWRU,1,53,53,185.mat,True,True,"(121846, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,54,54,186.mat,True,True,"(122136, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,122136.0,122136,2
RM_001_CWRU.h5,RM_001_CWRU,1,55,55,187.mat,True,True,"(121991, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,56,56,188.mat,True,True,"(122136, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,122136.0,122136,2
RM_001_CWRU.h5,RM_001_CWRU,1,57,57,189.mat,True,True,"(249146, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,249146.0,249146,2
RM_001_CWRU.h5,RM_001_CWRU,1,58,58,190.mat,True,True,"(486224, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,486224.0,486224,2
RM_001_CWRU.h5,RM_001_CWRU,1,59,59,191.mat,True,True,"(487384, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,487384.0,487384,2
RM_001_CWRU.h5,RM_001_CWRU,1,60,60,192.mat,True,True,"(486804, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,486804.0,486804,2
RM_001_CWRU.h5,RM_001_CWRU,1,61,61,197.mat,True,True,"(121846, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,62,62,198.mat,True,True,"(122136, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122136.0,122136,2
RM_001_CWRU.h5,RM_001_CWRU,1,63,63,199.mat,True,True,"(121846, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,64,64,200.mat,True,True,"(121991, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,65,65,201.mat,True,True,"(245140, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,245140.0,245140,2
RM_001_CWRU.h5,RM_001_CWRU,1,66,66,202.mat,True,True,"(484483, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,484483.0,484483,2
RM_001_CWRU.h5,RM_001_CWRU,1,67,67,203.mat,True,True,"(486804, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,486804.0,486804,2
RM_001_CWRU.h5,RM_001_CWRU,1,68,68,204.mat,True,True,"(488545, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,488545.0,488545,2
RM_001_CWRU.h5,RM_001_CWRU,1,69,69,209.mat,True,True,"(122136, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,122136.0,122136,2
RM_001_CWRU.h5,RM_001_CWRU,1,70,70,210.mat,True,True,"(121556, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121556.0,121556,2
RM_001_CWRU.h5,RM_001_CWRU,1,71,71,211.mat,True,True,"(121846, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,72,72,212.mat,True,True,"(121991, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,73,73,213.mat,True,True,"(244339, 2, 1)",float64,1.0,False,False,False,,48000.0,2.0,244339.0,244339,2
RM_001_CWRU.h5,RM_001_CWRU,1,74,74,214.mat,True,True,"(485063, 2, 1)",float64,1.0,False,False,False,,48000.0,2.0,485063.0,485063,2
RM_001_CWRU.h5,RM_001_CWRU,1,75,75,215.mat,True,True,"(491446, 2, 1)",float64,1.0,False,False,False,,48000.0,2.0,491446.0,491446,2
RM_001_CWRU.h5,RM_001_CWRU,1,76,76,217.mat,True,True,"(489125, 2, 1)",float64,1.0,False,False,False,,48000.0,2.0,489125.0,489125,2
RM_001_CWRU.h5,RM_001_CWRU,1,77,77,222.mat,True,True,"(121991, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,78,78,223.mat,True,True,"(121701, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121701.0,121701,2
RM_001_CWRU.h5,RM_001_CWRU,1,79,79,224.mat,True,True,"(122136, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,122136.0,122136,2
RM_001_CWRU.h5,RM_001_CWRU,1,80,80,225.mat,True,True,"(122136, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,122136.0,122136,2
RM_001_CWRU.h5,RM_001_CWRU,1,81,81,226.mat,True,True,"(243938, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,243938.0,243938,2
RM_001_CWRU.h5,RM_001_CWRU,1,82,82,227.mat,True,True,"(486804, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,486804.0,486804,2
RM_001_CWRU.h5,RM_001_CWRU,1,83,83,228.mat,True,True,"(487384, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,487384.0,487384,2
RM_001_CWRU.h5,RM_001_CWRU,1,84,84,229.mat,True,True,"(486804, 2, 1)",float64,2.0,False,False,False,,48000.0,2.0,486804.0,486804,2
RM_001_CWRU.h5,RM_001_CWRU,1,85,85,234.mat,True,True,"(122426, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122426.0,122426,2
RM_001_CWRU.h5,RM_001_CWRU,1,86,86,235.mat,True,True,"(121991, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,87,87,236.mat,True,True,"(122281, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122281.0,122281,2
RM_001_CWRU.h5,RM_001_CWRU,1,88,88,237.mat,True,True,"(121991, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,89,89,238.mat,True,True,"(246342, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,246342.0,246342,2
RM_001_CWRU.h5,RM_001_CWRU,1,90,90,239.mat,True,True,"(489125, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,489125.0,489125,2
RM_001_CWRU.h5,RM_001_CWRU,1,91,91,240.mat,True,True,"(487964, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,487964.0,487964,2
RM_001_CWRU.h5,RM_001_CWRU,1,92,92,241.mat,True,True,"(489125, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,489125.0,489125,2
RM_001_CWRU.h5,RM_001_CWRU,1,93,93,246.mat,True,True,"(121701, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121701.0,121701,2
RM_001_CWRU.h5,RM_001_CWRU,1,94,94,247.mat,True,True,"(121991, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121991.0,121991,2
RM_001_CWRU.h5,RM_001_CWRU,1,95,95,248.mat,True,True,"(122281, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122281.0,122281,2
RM_001_CWRU.h5,RM_001_CWRU,1,96,96,249.mat,True,True,"(122136, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,122136.0,122136,2
RM_001_CWRU.h5,RM_001_CWRU,1,97,97,250.mat,True,True,"(128663, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,128663.0,128663,2
RM_001_CWRU.h5,RM_001_CWRU,1,98,98,251.mat,True,True,"(489705, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,489705.0,489705,2
RM_001_CWRU.h5,RM_001_CWRU,1,99,99,252.mat,True,True,"(487384, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,487384.0,487384,2
RM_001_CWRU.h5,RM_001_CWRU,1,100,100,253.mat,True,True,"(484483, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,484483.0,484483,2
RM_001_CWRU.h5,RM_001_CWRU,1,101,101,258.mat,True,True,"(121846, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121846.0,121846,2
RM_001_CWRU.h5,RM_001_CWRU,1,102,102,259.mat,True,True,"(122426, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,122426.0,122426,2
RM_001_CWRU.h5,RM_001_CWRU,1,103,103,260.mat,True,True,"(122716, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,122716.0,122716,2
RM_001_CWRU.h5,RM_001_CWRU,1,104,104,261.mat,True,True,"(121701, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121701.0,121701,2
RM_001_CWRU.h5,RM_001_CWRU,1,105,105,262.mat,True,True,"(130549, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,130549.0,130549,2
RM_001_CWRU.h5,RM_001_CWRU,1,106,106,263.mat,True,True,"(486224, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,486224.0,486224,2
RM_001_CWRU.h5,RM_001_CWRU,1,107,107,264.mat,True,True,"(486804, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,486804.0,486804,2
RM_001_CWRU.h5,RM_001_CWRU,1,108,108,265.mat,True,True,"(486224, 2, 1)",float64,3.0,False,False,False,,48000.0,2.0,486224.0,486224,2
RM_001_CWRU.h5,RM_001_CWRU,1,109,109,270.mat,True,True,"(121168, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,110,110,271.mat,True,True,"(121168, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,111,111,272.mat,True,True,"(120984, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,120984.0,120984,2
RM_001_CWRU.h5,RM_001_CWRU,1,112,112,273.mat,True,True,"(121168, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,113,113,274.mat,True,True,"(121351, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121351.0,121351,2
RM_001_CWRU.h5,RM_001_CWRU,1,114,114,275.mat,True,True,"(121351, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121351.0,121351,2
RM_001_CWRU.h5,RM_001_CWRU,1,115,115,276.mat,True,True,"(121351, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121351.0,121351,2
RM_001_CWRU.h5,RM_001_CWRU,1,116,116,277.mat,True,True,"(121168, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,117,117,278.mat,True,True,"(121535, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121535.0,121535,2
RM_001_CWRU.h5,RM_001_CWRU,1,118,118,279.mat,True,True,"(121351, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121351.0,121351,2
RM_001_CWRU.h5,RM_001_CWRU,1,119,119,280.mat,True,True,"(121351, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121351.0,121351,2
RM_001_CWRU.h5,RM_001_CWRU,1,120,120,281.mat,True,True,"(121535, 2, 1)",float64,1.0,False,False,False,,12000.0,2.0,121535.0,121535,2
RM_001_CWRU.h5,RM_001_CWRU,1,121,121,282.mat,True,True,"(121168, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,122,122,283.mat,True,True,"(120801, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,120801.0,120801,2
RM_001_CWRU.h5,RM_001_CWRU,1,123,123,284.mat,True,True,"(121719, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121719.0,121719,2
RM_001_CWRU.h5,RM_001_CWRU,1,124,124,285.mat,True,True,"(121168, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,125,125,286.mat,True,True,"(122086, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,122086.0,122086,2
RM_001_CWRU.h5,RM_001_CWRU,1,126,126,287.mat,True,True,"(121719, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121719.0,121719,2
RM_001_CWRU.h5,RM_001_CWRU,1,127,127,288.mat,True,True,"(122269, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,122269.0,122269,2
RM_001_CWRU.h5,RM_001_CWRU,1,128,128,289.mat,True,True,"(121168, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,129,129,290.mat,True,True,"(121351, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121351.0,121351,2
RM_001_CWRU.h5,RM_001_CWRU,1,130,130,291.mat,True,True,"(121351, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121351.0,121351,2
RM_001_CWRU.h5,RM_001_CWRU,1,131,131,292.mat,True,True,"(121535, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,121535.0,121535,2
RM_001_CWRU.h5,RM_001_CWRU,1,132,132,293.mat,True,True,"(120801, 2, 1)",float64,2.0,False,False,False,,12000.0,2.0,120801.0,120801,2
RM_001_CWRU.h5,RM_001_CWRU,1,133,133,294.mat,True,True,"(121168, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,134,134,295.mat,True,True,"(121535, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121535.0,121535,2
RM_001_CWRU.h5,RM_001_CWRU,1,135,135,296.mat,True,True,"(121168, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,136,136,297.mat,True,True,"(121902, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121902.0,121902,2
RM_001_CWRU.h5,RM_001_CWRU,1,137,137,298.mat,True,True,"(120984, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,120984.0,120984,2
RM_001_CWRU.h5,RM_001_CWRU,1,138,138,299.mat,True,True,"(121168, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,139,139,300.mat,True,True,"(121902, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121902.0,121902,2
RM_001_CWRU.h5,RM_001_CWRU,1,140,140,301.mat,True,True,"(121719, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121719.0,121719,2
RM_001_CWRU.h5,RM_001_CWRU,1,141,141,302.mat,True,True,"(121168, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,142,142,305.mat,True,True,"(120984, 2, 1)",float64,,False,False,False,,,,,120984,2
RM_001_CWRU.h5,RM_001_CWRU,1,143,143,306.mat,True,True,"(121719, 2, 1)",float64,,False,False,False,,,,,121719,2
RM_001_CWRU.h5,RM_001_CWRU,1,144,144,307.mat,True,True,"(121168, 2, 1)",float64,,False,False,False,,,,,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,145,145,308.mat,True,True,"(121351, 2, 1)",float64,,False,False,False,,,,,121351,2
RM_001_CWRU.h5,RM_001_CWRU,1,146,146,309.mat,True,True,"(121168, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121168.0,121168,2
RM_001_CWRU.h5,RM_001_CWRU,1,147,147,310.mat,True,True,"(121535, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121535.0,121535,2
RM_001_CWRU.h5,RM_001_CWRU,1,148,148,311.mat,True,True,"(120984, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,120984.0,120984,2
RM_001_CWRU.h5,RM_001_CWRU,1,149,149,312.mat,True,True,"(120984, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,120984.0,120984,2
RM_001_CWRU.h5,RM_001_CWRU,1,150,150,313.mat,True,True,"(120984, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,120984.0,120984,2
RM_001_CWRU.h5,RM_001_CWRU,1,151,151,314.mat,True,True,"(121535, 2, 1)",float64,,False,False,False,,,,,121535,2
RM_001_CWRU.h5,RM_001_CWRU,1,152,152,315.mat,True,True,"(120617, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,120617.0,120617,2
RM_001_CWRU.h5,RM_001_CWRU,1,153,153,316.mat,True,True,"(120617, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,120617.0,120617,2
RM_001_CWRU.h5,RM_001_CWRU,1,154,154,317.mat,True,True,"(120617, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,120617.0,120617,2
RM_001_CWRU.h5,RM_001_CWRU,1,155,155,318.mat,True,True,"(121351, 2, 1)",float64,3.0,False,False,False,,12000.0,2.0,121351.0,121351,2
RM_002_XJTU.h5,RM_002_XJTU,2,164,164,35Hz12kN/Bearing1_1/1.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
RM_002_XJTU.h5,RM_002_XJTU,2,165,165,35Hz12kN/Bearing1_1/2.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
RM_002_XJTU.h5,RM_002_XJTU,2,166,166,35Hz12kN/Bearing1_1/3.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
RM_002_XJTU.h5,RM_002_XJTU,2,167,167,35Hz12kN/Bearing1_1/4.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
RM_002_XJTU.h5,RM_002_XJTU,2,168,168,35Hz12kN/Bearing1_1/5.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
RM_002_XJTU.h5,RM_002_XJTU,2,169,169,35Hz12kN/Bearing1_1/6.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
RM_002_XJTU.h5,RM_002_XJTU,2,170,170,35Hz12kN/Bearing1_1/7.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
RM_002_XJTU.h5,RM_002_XJTU,2,171,171,35Hz12kN/Bearing1_1/8.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
RM_002_XJTU.h5,RM_002_XJTU,2,172,172,35Hz12kN/Bearing1_1/9.csv,True,True,"(32768, 2, 1)",float64,0.0,False,False,False,Bearing1_1,25600.0,2.0,32768.0,32768,2
