Id,Dataset_id,Name,File,Original_Label,Protocol_Label,Label,Domain_id,Sample_rate,Protocol_Group,Protocol_Fold,Protocol_Split
164,2,RM_002_XJTU,35Hz12kN/Bearing1_1/1.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
165,2,RM_002_XJTU,35Hz12kN/Bearing1_1/2.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
166,2,RM_002_XJTU,35Hz12kN/Bearing1_1/3.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
167,2,RM_002_XJTU,35Hz12kN/Bearing1_1/4.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
168,2,RM_002_XJTU,35Hz12kN/Bearing1_1/5.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
169,2,RM_002_XJTU,35Hz12kN/Bearing1_1/6.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
170,2,RM_002_XJTU,35Hz12kN/Bearing1_1/7.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
171,2,RM_002_XJTU,35Hz12kN/Bearing1_1/8.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
172,2,RM_002_XJTU,35Hz12kN/Bearing1_1/9.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
173,2,RM_002_XJTU,35Hz12kN/Bearing1_1/10.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
174,2,RM_002_XJTU,35Hz12kN/Bearing1_1/11.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
175,2,RM_002_XJTU,35Hz12kN/Bearing1_1/12.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
176,2,RM_002_XJTU,35Hz12kN/Bearing1_1/13.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
177,2,RM_002_XJTU,35Hz12kN/Bearing1_1/14.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
178,2,RM_002_XJTU,35Hz12kN/Bearing1_1/15.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
179,2,RM_002_XJTU,35Hz12kN/Bearing1_1/16.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
180,2,RM_002_XJTU,35Hz12kN/Bearing1_1/17.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
181,2,RM_002_XJTU,35Hz12kN/Bearing1_1/18.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
182,2,RM_002_XJTU,35Hz12kN/Bearing1_1/19.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
183,2,RM_002_XJTU,35Hz12kN/Bearing1_1/20.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
184,2,RM_002_XJTU,35Hz12kN/Bearing1_1/21.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
185,2,RM_002_XJTU,35Hz12kN/Bearing1_1/22.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
186,2,RM_002_XJTU,35Hz12kN/Bearing1_1/23.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
187,2,RM_002_XJTU,35Hz12kN/Bearing1_1/24.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
188,2,RM_002_XJTU,35Hz12kN/Bearing1_1/25.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
189,2,RM_002_XJTU,35Hz12kN/Bearing1_1/26.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
190,2,RM_002_XJTU,35Hz12kN/Bearing1_1/27.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
191,2,RM_002_XJTU,35Hz12kN/Bearing1_1/28.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
192,2,RM_002_XJTU,35Hz12kN/Bearing1_1/29.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
193,2,RM_002_XJTU,35Hz12kN/Bearing1_1/30.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
194,2,RM_002_XJTU,35Hz12kN/Bearing1_1/31.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
195,2,RM_002_XJTU,35Hz12kN/Bearing1_1/32.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
196,2,RM_002_XJTU,35Hz12kN/Bearing1_1/33.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
197,2,RM_002_XJTU,35Hz12kN/Bearing1_1/34.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
198,2,RM_002_XJTU,35Hz12kN/Bearing1_1/35.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
199,2,RM_002_XJTU,35Hz12kN/Bearing1_1/36.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
200,2,RM_002_XJTU,35Hz12kN/Bearing1_1/37.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
201,2,RM_002_XJTU,35Hz12kN/Bearing1_1/38.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
202,2,RM_002_XJTU,35Hz12kN/Bearing1_1/39.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
203,2,RM_002_XJTU,35Hz12kN/Bearing1_1/40.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
204,2,RM_002_XJTU,35Hz12kN/Bearing1_1/41.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
205,2,RM_002_XJTU,35Hz12kN/Bearing1_1/42.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
206,2,RM_002_XJTU,35Hz12kN/Bearing1_1/43.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
207,2,RM_002_XJTU,35Hz12kN/Bearing1_1/44.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
208,2,RM_002_XJTU,35Hz12kN/Bearing1_1/45.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
209,2,RM_002_XJTU,35Hz12kN/Bearing1_1/46.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
210,2,RM_002_XJTU,35Hz12kN/Bearing1_1/47.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
211,2,RM_002_XJTU,35Hz12kN/Bearing1_1/48.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
212,2,RM_002_XJTU,35Hz12kN/Bearing1_1/49.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
213,2,RM_002_XJTU,35Hz12kN/Bearing1_1/50.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
214,2,RM_002_XJTU,35Hz12kN/Bearing1_1/51.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
215,2,RM_002_XJTU,35Hz12kN/Bearing1_1/52.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
216,2,RM_002_XJTU,35Hz12kN/Bearing1_1/53.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
217,2,RM_002_XJTU,35Hz12kN/Bearing1_1/54.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
218,2,RM_002_XJTU,35Hz12kN/Bearing1_1/55.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
219,2,RM_002_XJTU,35Hz12kN/Bearing1_1/56.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
220,2,RM_002_XJTU,35Hz12kN/Bearing1_1/57.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
221,2,RM_002_XJTU,35Hz12kN/Bearing1_1/58.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
222,2,RM_002_XJTU,35Hz12kN/Bearing1_1/59.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
223,2,RM_002_XJTU,35Hz12kN/Bearing1_1/60.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
224,2,RM_002_XJTU,35Hz12kN/Bearing1_1/61.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
225,2,RM_002_XJTU,35Hz12kN/Bearing1_1/62.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
226,2,RM_002_XJTU,35Hz12kN/Bearing1_1/63.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
227,2,RM_002_XJTU,35Hz12kN/Bearing1_1/64.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
228,2,RM_002_XJTU,35Hz12kN/Bearing1_1/65.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
229,2,RM_002_XJTU,35Hz12kN/Bearing1_1/66.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
230,2,RM_002_XJTU,35Hz12kN/Bearing1_1/67.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
231,2,RM_002_XJTU,35Hz12kN/Bearing1_1/68.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
232,2,RM_002_XJTU,35Hz12kN/Bearing1_1/69.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
233,2,RM_002_XJTU,35Hz12kN/Bearing1_1/70.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
234,2,RM_002_XJTU,35Hz12kN/Bearing1_1/71.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
235,2,RM_002_XJTU,35Hz12kN/Bearing1_1/72.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
236,2,RM_002_XJTU,35Hz12kN/Bearing1_1/73.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
237,2,RM_002_XJTU,35Hz12kN/Bearing1_1/74.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
263,2,RM_002_XJTU,35Hz12kN/Bearing1_1/100.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
264,2,RM_002_XJTU,35Hz12kN/Bearing1_1/101.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
265,2,RM_002_XJTU,35Hz12kN/Bearing1_1/102.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
266,2,RM_002_XJTU,35Hz12kN/Bearing1_1/103.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
267,2,RM_002_XJTU,35Hz12kN/Bearing1_1/104.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
268,2,RM_002_XJTU,35Hz12kN/Bearing1_1/105.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
269,2,RM_002_XJTU,35Hz12kN/Bearing1_1/106.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
270,2,RM_002_XJTU,35Hz12kN/Bearing1_1/107.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
271,2,RM_002_XJTU,35Hz12kN/Bearing1_1/108.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
272,2,RM_002_XJTU,35Hz12kN/Bearing1_1/109.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
273,2,RM_002_XJTU,35Hz12kN/Bearing1_1/110.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
274,2,RM_002_XJTU,35Hz12kN/Bearing1_1/111.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
275,2,RM_002_XJTU,35Hz12kN/Bearing1_1/112.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
276,2,RM_002_XJTU,35Hz12kN/Bearing1_1/113.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
277,2,RM_002_XJTU,35Hz12kN/Bearing1_1/114.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
278,2,RM_002_XJTU,35Hz12kN/Bearing1_1/115.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
279,2,RM_002_XJTU,35Hz12kN/Bearing1_1/116.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
280,2,RM_002_XJTU,35Hz12kN/Bearing1_1/117.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
281,2,RM_002_XJTU,35Hz12kN/Bearing1_1/118.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
282,2,RM_002_XJTU,35Hz12kN/Bearing1_1/119.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
283,2,RM_002_XJTU,35Hz12kN/Bearing1_1/120.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
284,2,RM_002_XJTU,35Hz12kN/Bearing1_1/121.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
285,2,RM_002_XJTU,35Hz12kN/Bearing1_1/122.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
286,2,RM_002_XJTU,35Hz12kN/Bearing1_1/123.csv,1,1,1,0,25600,XJTU/35Hz12kN/Bearing1_1,-1,train
287,2,RM_002_XJTU,35Hz12kN/Bearing1_2/1.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
288,2,RM_002_XJTU,35Hz12kN/Bearing1_2/2.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
289,2,RM_002_XJTU,35Hz12kN/Bearing1_2/3.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
290,2,RM_002_XJTU,35Hz12kN/Bearing1_2/4.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
291,2,RM_002_XJTU,35Hz12kN/Bearing1_2/5.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
292,2,RM_002_XJTU,35Hz12kN/Bearing1_2/6.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
293,2,RM_002_XJTU,35Hz12kN/Bearing1_2/7.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
294,2,RM_002_XJTU,35Hz12kN/Bearing1_2/8.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
295,2,RM_002_XJTU,35Hz12kN/Bearing1_2/9.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
296,2,RM_002_XJTU,35Hz12kN/Bearing1_2/10.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
297,2,RM_002_XJTU,35Hz12kN/Bearing1_2/11.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
298,2,RM_002_XJTU,35Hz12kN/Bearing1_2/12.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
299,2,RM_002_XJTU,35Hz12kN/Bearing1_2/13.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
300,2,RM_002_XJTU,35Hz12kN/Bearing1_2/14.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
301,2,RM_002_XJTU,35Hz12kN/Bearing1_2/15.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
302,2,RM_002_XJTU,35Hz12kN/Bearing1_2/16.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
303,2,RM_002_XJTU,35Hz12kN/Bearing1_2/17.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
304,2,RM_002_XJTU,35Hz12kN/Bearing1_2/18.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
305,2,RM_002_XJTU,35Hz12kN/Bearing1_2/19.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
306,2,RM_002_XJTU,35Hz12kN/Bearing1_2/20.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
307,2,RM_002_XJTU,35Hz12kN/Bearing1_2/21.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
308,2,RM_002_XJTU,35Hz12kN/Bearing1_2/22.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
309,2,RM_002_XJTU,35Hz12kN/Bearing1_2/23.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
310,2,RM_002_XJTU,35Hz12kN/Bearing1_2/24.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
311,2,RM_002_XJTU,35Hz12kN/Bearing1_2/25.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
312,2,RM_002_XJTU,35Hz12kN/Bearing1_2/26.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
313,2,RM_002_XJTU,35Hz12kN/Bearing1_2/27.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
314,2,RM_002_XJTU,35Hz12kN/Bearing1_2/28.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
315,2,RM_002_XJTU,35Hz12kN/Bearing1_2/29.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
316,2,RM_002_XJTU,35Hz12kN/Bearing1_2/30.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
317,2,RM_002_XJTU,35Hz12kN/Bearing1_2/31.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
318,2,RM_002_XJTU,35Hz12kN/Bearing1_2/32.csv,0,0,0,0,25600,XJTU/35Hz12kN/Bearing1_2,-1,train
