Id,Dataset_id,Name,Description,TYPE,File,Visiable,Label,Label_Description,RUL_label,RUL_label_description,Domain_id,Domain_description,Sample_rate,Sample_lenth,Channel,Fault_Diagnosis,Anomaly_Detection,Remaining_Life,Digital_Twin_Prediction,Fault_level
29,1,RM_001_CWRU,,,144.mat,1,,,,,,,,,,,,,,
30,1,RM_001_CWRU,,,145.mat,1,,,,,,,,,,,,,,
31,1,RM_001_CWRU,,,146.mat,1,,,,,,,,,,,,,,
32,1,RM_001_CWRU,,,147.mat,1,,,,,,,,,,,,,,
33,1,RM_001_CWRU,,,148.mat,1,,,,,,,,,,,,,,
34,1,RM_001_CWRU,,,149.mat,1,,,,,,,,,,,,,,
35,1,RM_001_CWRU,,,150.mat,1,,,,,,,,,,,,,,
36,1,RM_001_CWRU,,,151.mat,1,,,,,,,,,,,,,,
37,1,RM_001_CWRU,,,156.mat,1,,,,,,,,,,,,,,
38,1,RM_001_CWRU,,,158.mat,1,,,,,,,,,,,,,,
39,1,RM_001_CWRU,,,159.mat,1,,,,,,,,,,,,,,
40,1,RM_001_CWRU,,,160.mat,1,,,,,,,,,,,,,,
41,1,RM_001_CWRU,,,161.mat,1,,,,,,,,,,,,,,
42,1,RM_001_CWRU,,,162.mat,1,,,,,,,,,,,,,,
43,1,RM_001_CWRU,,,163.mat,1,,,,,,,,,,,,,,
44,1,RM_001_CWRU,,,164.mat,1,,,,,,,,,,,,,,
45,1,RM_001_CWRU,,,169.mat,1,,,,,,,,,,,,,,
46,1,RM_001_CWRU,,,170.mat,1,,,,,,,,,,,,,,
47,1,RM_001_CWRU,,,171.mat,1,,,,,,,,,,,,,,
48,1,RM_001_CWRU,,,172.mat,1,,,,,,,,,,,,,,
49,1,RM_001_CWRU,,,174.mat,1,,,,,,,,,,,,,,
50,1,RM_001_CWRU,,,175.mat,1,,,,,,,,,,,,,,
51,1,RM_001_CWRU,,,176.mat,1,,,,,,,,,,,,,,
52,1,RM_001_CWRU,,,177.mat,1,,,,,,,,,,,,,,
53,1,RM_001_CWRU,,,185.mat,1,,,,,,,,,,,,,,
54,1,RM_001_CWRU,,,186.mat,1,,,,,,,,,,,,,,
55,1,RM_001_CWRU,,,187.mat,1,,,,,,,,,,,,,,
56,1,RM_001_CWRU,,,188.mat,1,,,,,,,,,,,,,,
57,1,RM_001_CWRU,,,189.mat,1,,,,,,,,,,,,,,
58,1,RM_001_CWRU,,,190.mat,1,,,,,,,,,,,,,,
59,1,RM_001_CWRU,,,191.mat,1,,,,,,,,,,,,,,
60,1,RM_001_CWRU,,,192.mat,1,,,,,,,,,,,,,,
61,1,RM_001_CWRU,,,197.mat,1,,,,,,,,,,,,,,
62,1,RM_001_CWRU,,,198.mat,1,,,,,,,,,,,,,,
63,1,RM_001_CWRU,,,199.mat,1,,,,,,,,,,,,,,
64,1,RM_001_CWRU,,,200.mat,1,,,,,,,,,,,,,,
65,1,RM_001_CWRU,,,201.mat,1,,,,,,,,,,,,,,
66,1,RM_001_CWRU,,,202.mat,1,,,,,,,,,,,,,,
67,1,RM_001_CWRU,,,203.mat,1,,,,,,,,,,,,,,
68,1,RM_001_CWRU,,,204.mat,1,,,,,,,,,,,,,,
69,1,RM_001_CWRU,,,209.mat,1,,,,,,,,,,,,,,
70,1,RM_001_CWRU,,,210.mat,1,,,,,,,,,,,,,,
71,1,RM_001_CWRU,,,211.mat,1,,,,,,,,,,,,,,
72,1,RM_001_CWRU,,,212.mat,1,,,,,,,,,,,,,,
73,1,RM_001_CWRU,,,213.mat,1,,,,,,,,,,,,,,
74,1,RM_001_CWRU,,,214.mat,1,,,,,,,,,,,,,,
75,1,RM_001_CWRU,,,215.mat,1,,,,,,,,,,,,,,
76,1,RM_001_CWRU,,,217.mat,1,,,,,,,,,,,,,,
77,1,RM_001_CWRU,,,222.mat,1,,,,,,,,,,,,,,
78,1,RM_001_CWRU,,,223.mat,1,,,,,,,,,,,,,,
79,1,RM_001_CWRU,,,224.mat,1,,,,,,,,,,,,,,
80,1,RM_001_CWRU,,,225.mat,1,,,,,,,,,,,,,,
81,1,RM_001_CWRU,,,226.mat,1,,,,,,,,,,,,,,
82,1,RM_001_CWRU,,,227.mat,1,,,,,,,,,,,,,,
83,1,RM_001_CWRU,,,228.mat,1,,,,,,,,,,,,,,
84,1,RM_001_CWRU,,,229.mat,1,,,,,,,,,,,,,,
85,1,RM_001_CWRU,,,234.mat,1,,,,,,,,,,,,,,
86,1,RM_001_CWRU,,,235.mat,1,,,,,,,,,,,,,,
87,1,RM_001_CWRU,,,236.mat,1,,,,,,,,,,,,,,
88,1,RM_001_CWRU,,,237.mat,1,,,,,,,,,,,,,,
89,1,RM_001_CWRU,,,238.mat,1,,,,,,,,,,,,,,
90,1,RM_001_CWRU,,,239.mat,1,,,,,,,,,,,,,,
91,1,RM_001_CWRU,,,240.mat,1,,,,,,,,,,,,,,
92,1,RM_001_CWRU,,,241.mat,1,,,,,,,,,,,,,,
93,1,RM_001_CWRU,,,246.mat,1,,,,,,,,,,,,,,
94,1,RM_001_CWRU,,,247.mat,1,,,,,,,,,,,,,,
95,1,RM_001_CWRU,,,248.mat,1,,,,,,,,,,,,,,
96,1,RM_001_CWRU,,,249.mat,1,,,,,,,,,,,,,,
97,1,RM_001_CWRU,,,250.mat,1,,,,,,,,,,,,,,
98,1,RM_001_CWRU,,,251.mat,1,,,,,,,,,,,,,,
99,1,RM_001_CWRU,,,252.mat,1,,,,,,,,,,,,,,
100,1,RM_001_CWRU,,,253.mat,1,,,,,,,,,,,,,,
101,1,RM_001_CWRU,,,258.mat,1,,,,,,,,,,,,,,
102,1,RM_001_CWRU,,,259.mat,1,,,,,,,,,,,,,,
103,1,RM_001_CWRU,,,260.mat,1,,,,,,,,,,,,,,
104,1,RM_001_CWRU,,,261.mat,1,,,,,,,,,,,,,,
105,1,RM_001_CWRU,,,262.mat,1,,,,,,,,,,,,,,
106,1,RM_001_CWRU,,,263.mat,1,,,,,,,,,,,,,,
107,1,RM_001_CWRU,,,264.mat,1,,,,,,,,,,,,,,
108,1,RM_001_CWRU,,,265.mat,1,,,,,,,,,,,,,,
109,1,RM_001_CWRU,,,270.mat,1,,,,,,,,,,,,,,
110,1,RM_001_CWRU,,,271.mat,1,,,,,,,,,,,,,,
111,1,RM_001_CWRU,,,272.mat,1,,,,,,,,,,,,,,
112,1,RM_001_CWRU,,,273.mat,1,,,,,,,,,,,,,,
113,1,RM_001_CWRU,,,274.mat,1,,,,,,,,,,,,,,
114,1,RM_001_CWRU,,,275.mat,1,,,,,,,,,,,,,,
115,1,RM_001_CWRU,,,276.mat,1,,,,,,,,,,,,,,
116,1,RM_001_CWRU,,,277.mat,1,,,,,,,,,,,,,,
117,1,RM_001_CWRU,,,278.mat,1,,,,,,,,,,,,,,
118,1,RM_001_CWRU,,,279.mat,1,,,,,,,,,,,,,,
119,1,RM_001_CWRU,,,280.mat,1,,,,,,,,,,,,,,
120,1,RM_001_CWRU,,,281.mat,1,,,,,,,,,,,,,,
121,1,RM_001_CWRU,,,282.mat,1,,,,,,,,,,,,,,
122,1,RM_001_CWRU,,,283.mat,1,,,,,,,,,,,,,,
123,1,RM_001_CWRU,,,284.mat,1,,,,,,,,,,,,,,
124,1,RM_001_CWRU,,,285.mat,1,,,,,,,,,,,,,,
125,1,RM_001_CWRU,,,286.mat,1,,,,,,,,,,,,,,
126,1,RM_001_CWRU,,,287.mat,1,,,,,,,,,,,,,,
127,1,RM_001_CWRU,,,288.mat,1,,,,,,,,,,,,,,
128,1,RM_001_CWRU,,,289.mat,1,,,,,,,,,,,,,,
129,1,RM_001_CWRU,,,290.mat,1,,,,,,,,,,,,,,
130,1,RM_001_CWRU,,,291.mat,1,,,,,,,,,,,,,,
131,1,RM_001_CWRU,,,292.mat,1,,,,,,,,,,,,,,
132,1,RM_001_CWRU,,,293.mat,1,,,,,,,,,,,,,,
133,1,RM_001_CWRU,,,294.mat,1,,,,,,,,,,,,,,
134,1,RM_001_CWRU,,,295.mat,1,,,,,,,,,,,,,,
135,1,RM_001_CWRU,,,296.mat,1,,,,,,,,,,,,,,
136,1,RM_001_CWRU,,,297.mat,1,,,,,,,,,,,,,,
137,1,RM_001_CWRU,,,298.mat,1,,,,,,,,,,,,,,
138,1,RM_001_CWRU,,,299.mat,1,,,,,,,,,,,,,,
139,1,RM_001_CWRU,,,300.mat,1,,,,,,,,,,,,,,
140,1,RM_001_CWRU,,,301.mat,1,,,,,,,,,,,,,,
141,1,RM_001_CWRU,,,302.mat,1,,,,,,,,,,,,,,
142,1,RM_001_CWRU,,,305.mat,1,,,,,,,,,,,,,,
143,1,RM_001_CWRU,,,306.mat,1,,,,,,,,,,,,,,
144,1,RM_001_CWRU,,,307.mat,1,,,,,,,,,,,,,,
145,1,RM_001_CWRU,,,308.mat,1,,,,,,,,,,,,,,
146,1,RM_001_CWRU,,,309.mat,1,,,,,,,,,,,,,,
147,1,RM_001_CWRU,,,310.mat,1,,,,,,,,,,,,,,
148,1,RM_001_CWRU,,,311.mat,1,,,,,,,,,,,,,,
149,1,RM_001_CWRU,,,312.mat,1,,,,,,,,,,,,,,
150,1,RM_001_CWRU,,,313.mat,1,,,,,,,,,,,,,,
151,1,RM_001_CWRU,,,314.mat,1,,,,,,,,,,,,,,
152,1,RM_001_CWRU,,,315.mat,1,,,,,,,,,,,,,,
153,1,RM_001_CWRU,,,316.mat,1,,,,,,,,,,,,,,
154,1,RM_001_CWRU,,,317.mat,1,,,,,,,,,,,,,,
155,1,RM_001_CWRU,,,318.mat,1,,,,,,,,,,,,,,
156,1,RM_001_CWRU,,,3001.mat,1,,,,,,,,,,,,,,
157,1,RM_001_CWRU,,,3002.mat,1,,,,,,,,,,,,,,
158,1,RM_001_CWRU,,,3003.mat,1,,,,,,,,,,,,,,
159,1,RM_001_CWRU,,,3004.mat,1,,,,,,,,,,,,,,
160,1,RM_001_CWRU,,,3005.mat,1,,,,,,,,,,,,,,
161,1,RM_001_CWRU,,,3006.mat,1,,,,,,,,,,,,,,
162,1,RM_001_CWRU,,,3007.mat,1,,,,,,,,,,,,,,
163,1,RM_001_CWRU,,,3008.mat,1,,,,,,,,,,,,,,
164,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/1.csv,1,0.0,,1.0,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
165,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/2.csv,1,0.0,,0.9918032786885246,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
166,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/3.csv,1,0.0,,0.9836065573770492,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
167,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/4.csv,1,0.0,,0.9754098360655737,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
168,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/5.csv,1,0.0,,0.9672131147540983,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
169,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/6.csv,1,0.0,,0.9590163934426229,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
170,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/7.csv,1,0.0,,0.9508196721311475,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
171,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/8.csv,1,0.0,,0.9426229508196722,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
172,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/9.csv,1,0.0,,0.9344262295081968,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
173,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/10.csv,1,0.0,,0.9262295081967213,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
174,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/11.csv,1,0.0,,0.9180327868852459,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
175,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/12.csv,1,0.0,,0.9098360655737705,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
176,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/13.csv,1,0.0,,0.9016393442622951,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
177,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/14.csv,1,0.0,,0.8934426229508197,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
178,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/15.csv,1,0.0,,0.8852459016393442,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
179,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/16.csv,1,0.0,,0.8770491803278688,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
180,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/17.csv,1,0.0,,0.8688524590163934,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
181,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/18.csv,1,0.0,,0.860655737704918,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
182,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/19.csv,1,0.0,,0.8524590163934427,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
183,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/20.csv,1,0.0,,0.8442622950819672,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
184,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/21.csv,1,0.0,,0.8360655737704918,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
185,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/22.csv,1,0.0,,0.8278688524590164,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
186,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/23.csv,1,0.0,,0.819672131147541,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
187,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/24.csv,1,0.0,,0.8114754098360656,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
188,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/25.csv,1,0.0,,0.8032786885245902,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
189,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/26.csv,1,0.0,,0.7950819672131147,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
190,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/27.csv,1,0.0,,0.7868852459016393,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
191,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/28.csv,1,0.0,,0.7786885245901639,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
192,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/29.csv,1,0.0,,0.7704918032786885,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
193,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/30.csv,1,0.0,,0.7622950819672132,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
194,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/31.csv,1,0.0,,0.7540983606557377,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
195,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/32.csv,1,0.0,,0.7459016393442623,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
196,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/33.csv,1,0.0,,0.7377049180327868,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
197,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/34.csv,1,0.0,,0.7295081967213115,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
198,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/35.csv,1,0.0,,0.7213114754098361,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
199,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/36.csv,1,0.0,,0.7131147540983607,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
200,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/37.csv,1,0.0,,0.7049180327868853,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
201,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/38.csv,1,0.0,,0.6967213114754098,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
202,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/39.csv,1,0.0,,0.6885245901639344,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
203,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/40.csv,1,0.0,,0.680327868852459,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
204,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/41.csv,1,0.0,,0.6721311475409837,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
205,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/42.csv,1,0.0,,0.6639344262295082,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
206,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/43.csv,1,0.0,,0.6557377049180328,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
207,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/44.csv,1,0.0,,0.6475409836065573,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
208,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/45.csv,1,0.0,,0.639344262295082,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
209,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/46.csv,1,0.0,,0.6311475409836065,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
210,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/47.csv,1,0.0,,0.6229508196721312,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
211,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/48.csv,1,0.0,,0.6147540983606558,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
212,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/49.csv,1,0.0,,0.6065573770491803,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
213,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/50.csv,1,0.0,,0.5983606557377049,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
214,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/51.csv,1,0.0,,0.5901639344262295,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
215,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/52.csv,1,0.0,,0.5819672131147541,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
216,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/53.csv,1,0.0,,0.5737704918032787,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
217,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/54.csv,1,0.0,,0.5655737704918034,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
218,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/55.csv,1,0.0,,0.5573770491803278,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
219,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/56.csv,1,0.0,,0.5491803278688525,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
220,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/57.csv,1,0.0,,0.540983606557377,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
221,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/58.csv,1,0.0,,0.5327868852459017,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
222,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/59.csv,1,0.0,,0.5245901639344263,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
223,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/60.csv,1,0.0,,0.5163934426229508,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
224,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/61.csv,1,0.0,,0.5081967213114754,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
225,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/62.csv,1,0.0,,0.5,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
226,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/63.csv,1,0.0,,0.4918032786885246,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
227,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/64.csv,1,0.0,,0.48360655737704916,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
228,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/65.csv,1,0.0,,0.47540983606557374,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
229,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/66.csv,1,0.0,,0.4672131147540983,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
230,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/67.csv,1,0.0,,0.4590163934426229,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
231,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/68.csv,1,0.0,,0.4508196721311475,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
232,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/69.csv,1,0.0,,0.4426229508196722,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
233,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/70.csv,1,0.0,,0.43442622950819676,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
234,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/71.csv,1,0.0,,0.42622950819672134,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
235,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/72.csv,1,0.0,,0.4180327868852459,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
236,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/73.csv,1,0.0,,0.4098360655737705,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
237,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/74.csv,1,0.0,,0.4016393442622951,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
238,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/75.csv,1,0.0,,0.39344262295081966,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
239,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/76.csv,1,0.0,,0.38524590163934425,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
240,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/77.csv,1,0.0,,0.3770491803278688,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
241,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/78.csv,1,0.0,,0.3688524590163934,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
242,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/79.csv,1,0.0,,0.360655737704918,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
243,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/80.csv,1,0.0,,0.35245901639344257,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
244,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/81.csv,1,0.0,,0.34426229508196726,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
245,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/82.csv,1,0.0,,0.33606557377049184,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
246,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/83.csv,1,0.0,,0.3278688524590164,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
247,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/84.csv,1,0.0,,0.319672131147541,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
248,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/85.csv,1,0.0,,0.3114754098360656,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
249,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/86.csv,1,0.0,,0.30327868852459017,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
250,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/87.csv,1,0.0,,0.29508196721311475,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
251,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/88.csv,1,0.0,,0.28688524590163933,,0.0,35Hz12kN,25600.0,32768.0,2.0,True,,True,,
