Id,Dataset_id,Name,Description,TYPE,File,Visiable,Label,Label_Description,RUL_label,RUL_label_description,Domain_id,Domain_description,Sample_rate,Sample_lenth,Channel,Fault_Diagnosis,Anomaly_Detection,Remaining_Life,Digital_Twin_Prediction,Fault_level,sample_rate,sample_length,channel
99,1,RM_001_CWRU,,,252.mat,1,3,,0,,2,,,,,,,,,3,48000,487384,2
100,1,RM_001_CWRU,,,253.mat,1,3,,0,,3,,,,,,,,,3,48000,484483,2
101,1,RM_001_CWRU,,,258.mat,1,2,,0,,0,,,,,,,,,2,12000,121846,2
102,1,RM_001_CWRU,,,259.mat,1,2,,0,,1,,,,,,,,,2,12000,122426,2
103,1,RM_001_CWRU,,,260.mat,1,2,,0,,2,,,,,,,,,2,12000,122716,2
104,1,RM_001_CWRU,,,261.mat,1,2,,0,,3,,,,,,,,,2,12000,121701,2
105,1,RM_001_CWRU,,,262.mat,1,3,,0,,0,,,,,,,,,3,48000,130549,2
106,1,RM_001_CWRU,,,263.mat,1,3,,0,,1,,,,,,,,,3,48000,486224,2
107,1,RM_001_CWRU,,,264.mat,1,3,,0,,2,,,,,,,,,3,48000,486804,2
108,1,RM_001_CWRU,,,265.mat,1,3,,0,,3,,,,,,,,,3,48000,486224,2
109,1,RM_001_CWRU,,,270.mat,1,1,,0,,0,,,,,,,,,4,12000,121168,2
110,1,RM_001_CWRU,,,271.mat,1,1,,0,,1,,,,,,,,,4,12000,121168,2
111,1,RM_001_CWRU,,,272.mat,1,1,,0,,2,,,,,,,,,4,12000,120984,2
112,1,RM_001_CWRU,,,273.mat,1,1,,0,,3,,,,,,,,,3,12000,121168,2
113,1,RM_001_CWRU,,,274.mat,1,1,,0,,0,,,,,,,,,3,12000,121351,2
114,1,RM_001_CWRU,,,275.mat,1,1,,0,,1,,,,,,,,,3,12000,121351,2
115,1,RM_001_CWRU,,,276.mat,1,1,,0,,2,,,,,,,,,3,12000,121351,2
116,1,RM_001_CWRU,,,277.mat,1,1,,0,,3,,,,,,,,,3,12000,121168,2
117,1,RM_001_CWRU,,,278.mat,1,1,,0,,0,,,,,,,,,1,12000,121535,2
118,1,RM_001_CWRU,,,279.mat,1,1,,0,,1,,,,,,,,,1,12000,121351,2
119,1,RM_001_CWRU,,,280.mat,1,1,,0,,2,,,,,,,,,1,12000,121351,2
120,1,RM_001_CWRU,,,281.mat,1,1,,0,,3,,,,,,,,,1,12000,121535,2
121,1,RM_001_CWRU,,,282.mat,1,2,,0,,0,,,,,,,,,4,12000,121168,2
122,1,RM_001_CWRU,,,283.mat,1,2,,0,,1,,,,,,,,,4,12000,120801,2
123,1,RM_001_CWRU,,,284.mat,1,2,,0,,2,,,,,,,,,4,12000,121719,2
124,1,RM_001_CWRU,,,285.mat,1,2,,0,,3,,,,,,,,,1,12000,121168,2
125,1,RM_001_CWRU,,,286.mat,1,2,,0,,0,,,,,,,,,3,12000,122086,2
126,1,RM_001_CWRU,,,287.mat,1,2,,0,,1,,,,,,,,,3,12000,121719,2
127,1,RM_001_CWRU,,,288.mat,1,2,,0,,2,,,,,,,,,3,12000,122269,2
128,1,RM_001_CWRU,,,289.mat,1,2,,0,,3,,,,,,,,,3,12000,121168,2
129,1,RM_001_CWRU,,,290.mat,1,2,,0,,0,,,,,,,,,3,12000,121351,2
130,1,RM_001_CWRU,,,291.mat,1,2,,0,,1,,,,,,,,,3,12000,121351,2
131,1,RM_001_CWRU,,,292.mat,1,2,,0,,2,,,,,,,,,3,12000,121535,2
132,1,RM_001_CWRU,,,293.mat,1,2,,0,,3,,,,,,,,,3,12000,120801,2
133,1,RM_001_CWRU,,,294.mat,1,3,,0,,0,,,,,,,,,4,12000,121168,2
134,1,RM_001_CWRU,,,295.mat,1,3,,0,,1,,,,,,,,,4,12000,121535,2
135,1,RM_001_CWRU,,,296.mat,1,3,,0,,2,,,,,,,,,4,12000,121168,2
136,1,RM_001_CWRU,,,297.mat,1,3,,0,,3,,,,,,,,,1,12000,121902,2
137,1,RM_001_CWRU,,,298.mat,1,3,,0,,0,,,,,,,,,3,12000,120984,2
138,1,RM_001_CWRU,,,299.mat,1,3,,0,,1,,,,,,,,,3,12000,121168,2
139,1,RM_001_CWRU,,,300.mat,1,3,,0,,2,,,,,,,,,3,12000,121902,2
140,1,RM_001_CWRU,,,301.mat,1,3,,0,,3,,,,,,,,,3,12000,121719,2
141,1,RM_001_CWRU,,,302.mat,1,3,,0,,0,,,,,,,,,1,12000,121168,2
142,1,RM_001_CWRU,,,305.mat,1,,,,,,,,,,,,,,,,,
143,1,RM_001_CWRU,,,306.mat,1,,,,,,,,,,,,,,,,,
144,1,RM_001_CWRU,,,307.mat,1,,,,,,,,,,,,,,,,,
145,1,RM_001_CWRU,,,308.mat,1,,,,,,,,,,,,,,,,,
146,1,RM_001_CWRU,,,309.mat,1,3,,0,,0,,,,,,,,,4,12000,121168,2
147,1,RM_001_CWRU,,,310.mat,1,3,,0,,1,,,,,,,,,4,12000,121535,2
148,1,RM_001_CWRU,,,311.mat,1,3,,0,,2,,,,,,,,,4,12000,120984,2
149,1,RM_001_CWRU,,,312.mat,1,3,,0,,2,,,,,,,,,3,12000,120984,2
150,1,RM_001_CWRU,,,313.mat,1,3,,0,,2,,,,,,,,,0,12000,120984,2
151,1,RM_001_CWRU,,,314.mat,1,,,,,,,,,,,,,,,,,
152,1,RM_001_CWRU,,,315.mat,1,3,,0,,0,,,,,,,,,4,12000,120617,2
153,1,RM_001_CWRU,,,316.mat,1,3,,0,,1,,,,,,,,,4,12000,120617,2
154,1,RM_001_CWRU,,,317.mat,1,3,,0,,2,,,,,,,,,4,12000,120617,2
155,1,RM_001_CWRU,,,318.mat,1,3,,0,,3,,,,,,,,,3,12000,121351,2
156,1,RM_001_CWRU,,,3001.mat,1,1,,0,,0,,,,,,,,,3,12000,120801,1
157,1,RM_001_CWRU,,,3002.mat,1,1,,0,,1,,,,,,,,,3,12000,121351,1
158,1,RM_001_CWRU,,,3003.mat,1,1,,0,,2,,,,,,,,,3,12000,121351,1
159,1,RM_001_CWRU,,,3004.mat,1,1,,0,,3,,,,,,,,,3,12000,121535,1
160,1,RM_001_CWRU,,,3005.mat,1,2,,0,,0,,,,,,,,,3,12000,120801,1
161,1,RM_001_CWRU,,,3006.mat,1,2,,0,,1,,,,,,,,,3,12000,121351,1
162,1,RM_001_CWRU,,,3007.mat,1,2,,0,,2,,,,,,,,,3,12000,120984,1
163,1,RM_001_CWRU,,,3008.mat,1,2,,0,,3,,,,,,,,,3,12000,120984,1
164,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/1.csv,1,,,,,,,,,,,,,,,,,
165,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/2.csv,1,,,,,,,,,,,,,,,,,
166,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/3.csv,1,,,,,,,,,,,,,,,,,
167,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/4.csv,1,,,,,,,,,,,,,,,,,
168,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/5.csv,1,,,,,,,,,,,,,,,,,
169,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/6.csv,1,,,,,,,,,,,,,,,,,
170,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/7.csv,1,,,,,,,,,,,,,,,,,
171,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/8.csv,1,,,,,,,,,,,,,,,,,
172,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/9.csv,1,,,,,,,,,,,,,,,,,
173,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/10.csv,1,,,,,,,,,,,,,,,,,
174,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/11.csv,1,,,,,,,,,,,,,,,,,
175,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/12.csv,1,,,,,,,,,,,,,,,,,
176,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/13.csv,1,,,,,,,,,,,,,,,,,
177,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/14.csv,1,,,,,,,,,,,,,,,,,
178,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/15.csv,1,,,,,,,,,,,,,,,,,
179,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/16.csv,1,,,,,,,,,,,,,,,,,
180,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/17.csv,1,,,,,,,,,,,,,,,,,
181,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/18.csv,1,,,,,,,,,,,,,,,,,
182,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/19.csv,1,,,,,,,,,,,,,,,,,
183,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/20.csv,1,,,,,,,,,,,,,,,,,
184,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/21.csv,1,,,,,,,,,,,,,,,,,
185,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/22.csv,1,,,,,,,,,,,,,,,,,
186,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/23.csv,1,,,,,,,,,,,,,,,,,
187,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/24.csv,1,,,,,,,,,,,,,,,,,
188,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/25.csv,1,,,,,,,,,,,,,,,,,
189,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/26.csv,1,,,,,,,,,,,,,,,,,
190,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/27.csv,1,,,,,,,,,,,,,,,,,
191,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/28.csv,1,,,,,,,,,,,,,,,,,
192,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/29.csv,1,,,,,,,,,,,,,,,,,
193,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/30.csv,1,,,,,,,,,,,,,,,,,
194,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/31.csv,1,,,,,,,,,,,,,,,,,
195,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/32.csv,1,,,,,,,,,,,,,,,,,
196,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/33.csv,1,,,,,,,,,,,,,,,,,
197,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/34.csv,1,,,,,,,,,,,,,,,,,
198,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/35.csv,1,,,,,,,,,,,,,,,,,
199,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/36.csv,1,,,,,,,,,,,,,,,,,
200,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/37.csv,1,,,,,,,,,,,,,,,,,
201,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/38.csv,1,,,,,,,,,,,,,,,,,
202,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/39.csv,1,,,,,,,,,,,,,,,,,
203,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/40.csv,1,,,,,,,,,,,,,,,,,
204,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/41.csv,1,,,,,,,,,,,,,,,,,
205,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/42.csv,1,,,,,,,,,,,,,,,,,
206,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/43.csv,1,,,,,,,,,,,,,,,,,
207,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/44.csv,1,,,,,,,,,,,,,,,,,
208,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/45.csv,1,,,,,,,,,,,,,,,,,
209,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/46.csv,1,,,,,,,,,,,,,,,,,
210,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/47.csv,1,,,,,,,,,,,,,,,,,
211,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/48.csv,1,,,,,,,,,,,,,,,,,
212,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/49.csv,1,,,,,,,,,,,,,,,,,
213,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/50.csv,1,,,,,,,,,,,,,,,,,
214,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/51.csv,1,,,,,,,,,,,,,,,,,
215,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/52.csv,1,,,,,,,,,,,,,,,,,
216,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/53.csv,1,,,,,,,,,,,,,,,,,
217,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/54.csv,1,,,,,,,,,,,,,,,,,
218,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/55.csv,1,,,,,,,,,,,,,,,,,
219,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/56.csv,1,,,,,,,,,,,,,,,,,
220,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/57.csv,1,,,,,,,,,,,,,,,,,
221,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/58.csv,1,,,,,,,,,,,,,,,,,
222,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/59.csv,1,,,,,,,,,,,,,,,,,
223,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/60.csv,1,,,,,,,,,,,,,,,,,
224,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/61.csv,1,,,,,,,,,,,,,,,,,
225,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/62.csv,1,,,,,,,,,,,,,,,,,
226,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/63.csv,1,,,,,,,,,,,,,,,,,
227,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/64.csv,1,,,,,,,,,,,,,,,,,
228,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/65.csv,1,,,,,,,,,,,,,,,,,
229,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/66.csv,1,,,,,,,,,,,,,,,,,
230,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/67.csv,1,,,,,,,,,,,,,,,,,
231,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/68.csv,1,,,,,,,,,,,,,,,,,
232,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/69.csv,1,,,,,,,,,,,,,,,,,
233,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/70.csv,1,,,,,,,,,,,,,,,,,
234,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/71.csv,1,,,,,,,,,,,,,,,,,
235,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/72.csv,1,,,,,,,,,,,,,,,,,
236,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/73.csv,1,,,,,,,,,,,,,,,,,
237,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/74.csv,1,,,,,,,,,,,,,,,,,
238,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/75.csv,1,,,,,,,,,,,,,,,,,
239,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/76.csv,1,,,,,,,,,,,,,,,,,
240,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/77.csv,1,,,,,,,,,,,,,,,,,
241,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/78.csv,1,,,,,,,,,,,,,,,,,
242,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/79.csv,1,,,,,,,,,,,,,,,,,
243,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/80.csv,1,,,,,,,,,,,,,,,,,
244,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/81.csv,1,,,,,,,,,,,,,,,,,
245,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/82.csv,1,,,,,,,,,,,,,,,,,
246,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/83.csv,1,,,,,,,,,,,,,,,,,
247,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/84.csv,1,,,,,,,,,,,,,,,,,
248,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/85.csv,1,,,,,,,,,,,,,,,,,
249,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/86.csv,1,,,,,,,,,,,,,,,,,
250,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/87.csv,1,,,,,,,,,,,,,,,,,
251,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/88.csv,1,,,,,,,,,,,,,,,,,
252,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/89.csv,1,,,,,,,,,,,,,,,,,
253,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/90.csv,1,,,,,,,,,,,,,,,,,
254,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/91.csv,1,,,,,,,,,,,,,,,,,
255,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/92.csv,1,,,,,,,,,,,,,,,,,
256,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/93.csv,1,,,,,,,,,,,,,,,,,
257,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/94.csv,1,,,,,,,,,,,,,,,,,
258,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/95.csv,1,,,,,,,,,,,,,,,,,
259,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/96.csv,1,,,,,,,,,,,,,,,,,
260,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/97.csv,1,,,,,,,,,,,,,,,,,
261,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/98.csv,1,,,,,,,,,,,,,,,,,
262,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/99.csv,1,,,,,,,,,,,,,,,,,
263,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/100.csv,1,,,,,,,,,,,,,,,,,
264,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/101.csv,1,,,,,,,,,,,,,,,,,
265,2,RM_002_XJTU,,,35Hz12kN/Bearing1_1/102.csv,1,,,,,,,,,,,,,,,,,
