arm,seed,role,path,measurement_status,median_ms,q1_ms,q3_ms,iqr_ms,peak_allocated_bytes,executed_parameters,total_loaded_parameters,device,gpu,dtype,input_shape,warmup,repeats,domain,split,io_boundary,deployment_kind,alpha,bundle,artifact
O,123,direct,direct_q,measured,5.466026515932754,5.334151253919117,5.746873983298428,0.4127227293793112,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/O_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/O_seed_123/latency.json
O,123,direct,deployed,measured,5.994831997668371,5.600008269539103,6.252957027754746,0.6529487582156435,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/O_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/O_seed_123/latency.json
O,42,direct,p0,measured,1.0730454814620316,0.9751085162861273,1.0912310099229217,0.11612249363679439,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/O_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/O_seed_42/latency.json
O,42,direct,direct_q,measured,6.428896973375231,6.024817514116876,7.137627500924282,1.112809986807406,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/O_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/O_seed_42/latency.json
O,42,direct,deployed,measured,6.025643495377153,5.599248499493115,6.178822994115762,0.5795744946226478,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/O_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/O_seed_42/latency.json
O,456,direct,p0,measured,1.3300864957273006,1.3163304683985189,1.3448562676785514,0.028525799280032516,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/O_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/O_seed_456/latency.json
O,456,direct,direct_q,measured,5.314750509569421,5.228729743976146,5.412753002019599,0.1840232580434531,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/O_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/O_seed_456/latency.json
O,456,direct,deployed,measured,5.576963478233665,5.5317127698799595,5.622285010758787,0.09057224087882787,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/O_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/O_seed_456/latency.json
RC,42,source_selected,p0,measured,1.1590964859351516,1.1397747584851459,1.1759092449210584,0.03613448643591255,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,0.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed42_source_selected.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed42_source_selected/latency.json
RC,42,source_selected,direct_q,measured,5.909516999963671,5.84646149945911,5.991282232571393,0.14482073311228305,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,0.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed42_source_selected.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed42_source_selected/latency.json
RC,42,source_selected,deployed,measured,1.1599705030675977,1.0284757590852678,1.193193020299077,0.16471726121380925,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,0.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed42_source_selected.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed42_source_selected/latency.json
RC,123,direct,p0,measured,1.1595874966587871,1.1406592529965565,1.2123505148338154,0.07169126183725893,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_123/latency.json
RC,123,direct,direct_q,measured,6.00911898072809,5.861160505446605,6.308306226856075,0.44714572140946984,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_123/latency.json
RC,123,direct,deployed,measured,6.397327466402203,6.173453002702445,6.534909480251372,0.36145647754892707,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_123/latency.json
RC,42,direct,p0,measured,1.029765495331958,0.9538775047985837,1.1033160117221996,0.14943850692361593,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_42/latency.json
RC,42,direct,direct_q,measured,6.114956457167864,5.87759877089411,6.50186299753841,0.6242642266442999,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_42/latency.json
RC,42,direct,deployed,measured,6.602634966839105,6.344521025312133,6.9998620165279135,0.6553409912157804,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_42/latency.json
RC,456,direct,p0,measured,1.0754774848464876,1.0409429960418493,1.2176177551737055,0.17667475913185626,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_456/latency.json
RC,456,direct,direct_q,measured,6.105710490373895,5.919108501984738,6.349568982841447,0.4304604808567092,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_456/latency.json
RC,456,direct,deployed,measured,6.675524520687759,6.48829824058339,6.893279743962921,0.4049815033795312,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RC_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RC_seed_456/latency.json
RO,123,direct,p0,measured,1.1618900171015412,1.0099767241626978,1.1931394838029519,0.18316275964025408,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_123/latency.json
RO,123,direct,direct_q,measured,6.124688487034291,5.862149249878712,6.301637025899254,0.4394877760205418,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_123/latency.json
RO,123,direct,deployed,measured,6.565932504599914,6.23805723444093,6.78477922338061,0.5467219889396802,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_123/latency.json
RO,42,direct,p0,measured,1.4500120014417917,1.408156254910864,1.5177929744822904,0.10963671957142651,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_42/latency.json
RO,42,direct,direct_q,measured,6.003993505146354,5.777595753897913,8.149808272719383,2.3722125188214704,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_42/latency.json
RO,42,direct,deployed,measured,6.705257517751306,6.488549479399808,6.957654521102086,0.46910504170227796,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_42/latency.json
RO,456,direct,p0,measured,1.0439964826218784,1.0256572277285159,1.0584065021248534,0.03274927439633757,10500096,5305,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_456/latency.json
RO,456,direct,direct_q,measured,6.09084201278165,5.940787217696197,6.319492502370849,0.3787052846746519,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_456/latency.json
RO,456,direct,deployed,measured,6.4496554841753095,6.300832974375226,6.666989007499069,0.36615603312384337,10500096,6242,6242,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/RO_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/RO_seed_456/latency.json
ResNet1D,123,direct,p0,measured,1.4541925047524273,1.3619227247545496,1.4869157603243366,0.12499303556978703,25884160,5305,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_123/latency.json
ResNet1D,123,direct,direct_q,measured,1.9945984822697937,1.7988735198741779,2.515011714422144,0.7161381945479661,30341632,3845443,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_123/latency.json
ResNet1D,123,direct,deployed,measured,1.753103017108515,1.6649735043756664,1.8377367669017985,0.17276326252613217,30341632,3845443,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_123.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_123/latency.json
ResNet1D,42,direct,p0,measured,1.0121820087078959,0.9857094846665859,1.1552702344488353,0.16956074978224933,25884160,5305,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_42/latency.json
ResNet1D,42,direct,direct_q,measured,1.760969520546496,1.7119902331614867,1.7865547561086714,0.07456452294718474,30341632,3845443,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_42/latency.json
ResNet1D,42,direct,deployed,measured,1.778383506461978,1.7337825120193884,1.7901479732245207,0.056365461205132306,30341632,3845443,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_42.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_42/latency.json
ResNet1D,456,direct,p0,measured,1.472429488785565,1.355201267870143,1.527748754597269,0.17254748672712594,25884160,5305,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_456/latency.json
ResNet1D,456,direct,direct_q,measured,2.7136630087625235,2.6274424890289083,2.75398425583262,0.12654176680371165,30341632,3845443,3850748,physical GPU0 / cuda:0,NVIDIA GeForce RTX 4090,torch.float32,"[1, 8192, 1]",20,100,2,validation,input already on GPU; excludes construction/checkpoint/data I/O,model,1.0,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/frozen/bundles/ResNet1D_seed_456.pt,/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/latency/ResNet1D_seed_456/latency.json
