arm,seed,role,branch,feature_dim,input_weight_parameters,metric,unit,mean,median,n,n_missing,n_batches,sampled_window_visits,measurement_status,derivation,summary_scope,artifact
MLP16,456,core,reference,36,576,input_weight_gradient_norm,loss per native parameter coordinate,0.01303304960548121,0.012082132045179605,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/MLP16/seed_456/training_features.csv
MLP16,456,core,reference,36,576,raw_input_weight_norm,native weight coordinates,4.952997793197632,4.842099905014038,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/MLP16/seed_456/training_features.csv
MLP16,456,core,reference,36,576,effective_input_weight_norm,native weight coordinates,2.236068008899689,2.2360680103302,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/MLP16/seed_456/training_features.csv
MLP16,456,core,reference,36,576,effective_output_weight_norm,native weight coordinates,1.5382490918561815,1.7392922043800354,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/MLP16/seed_456/training_features.csv
O,42,core,reference,36,108,mean_scaled_squared_norm,scaled feature units squared,0.029869498625397683,0.026306435465812683,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,reference,36,108,mean_unscaled_squared_norm,native feature units squared,1.0753019505143167,0.9470316767692566,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,reference,36,108,median_scaled_norm,scaled feature units,0.11706644240021706,0.11272041499614716,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,reference,36,108,median_unscaled_norm,native feature units,0.7023986544013023,0.6763224899768829,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,reference,36,108,input_weight_gradient_norm,loss per native parameter coordinate,0.05018924668803811,0.04637618735432625,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,reference,36,108,raw_input_weight_norm,native weight coordinates,1.9392063600122929,2.0662641525268555,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,reference,36,108,effective_input_weight_norm,native weight coordinates,1.9392063600122929,2.0662641525268555,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,reference,36,108,effective_output_weight_norm,native weight coordinates,2.5335505958497526,2.6721001863479614,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,envelope,8,24,mean_scaled_squared_norm,scaled feature units squared,0.0013417056384205353,0.0012299021473154426,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,envelope,8,24,mean_unscaled_squared_norm,native feature units squared,0.010733645107364282,0.00983921717852354,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,envelope,8,24,median_scaled_norm,scaled feature units,0.02555876197107136,0.024457816034555435,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,envelope,8,24,median_unscaled_norm,native feature units,0.07229109563390965,0.0691771502841889,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,envelope,8,24,input_weight_gradient_norm,loss per native parameter coordinate,0.009456978155067191,0.00832005962729454,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,envelope,8,24,raw_input_weight_norm,native weight coordinates,0.8221455718651414,0.8530372381210327,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,envelope,8,24,effective_input_weight_norm,native weight coordinates,0.8221455718651414,0.8530372381210327,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,envelope,8,24,effective_output_weight_norm,native weight coordinates,2.5335505958497526,2.6721001863479614,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_short,64,192,mean_scaled_squared_norm,scaled feature units squared,10.55265917634964,10.658472537994385,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_short,64,192,mean_unscaled_squared_norm,native feature units squared,675.3701872863769,682.1422424316406,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_short,64,192,median_scaled_norm,scaled feature units,3.3014803116321563,3.318260669708252,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_short,64,192,median_unscaled_norm,native feature units,26.41184249305725,26.546085357666016,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_short,64,192,input_weight_gradient_norm,loss per native parameter coordinate,0.9976740300133824,0.9146842360496521,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_short,64,192,raw_input_weight_norm,native weight coordinates,0.6853920937627553,0.7143850326538086,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_short,64,192,effective_input_weight_norm,native weight coordinates,0.6853920937627553,0.7143850326538086,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_short,64,192,effective_output_weight_norm,native weight coordinates,2.5335505958497526,2.6721001863479614,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,morlet,32,96,mean_scaled_squared_norm,scaled feature units squared,7.524210076808929,7.534460783004761,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,morlet,32,96,mean_unscaled_squared_norm,native feature units squared,240.77472245788573,241.10274505615234,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,morlet,32,96,median_scaled_norm,scaled feature units,2.7696417315006254,2.7942055463790894,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,morlet,32,96,median_unscaled_norm,native feature units,15.66745959841075,15.806413518989732,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,morlet,32,96,input_weight_gradient_norm,loss per native parameter coordinate,0.8544101594164968,0.7936116755008698,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,morlet,32,96,raw_input_weight_norm,native weight coordinates,0.44765356701612474,0.4670029282569885,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,morlet,32,96,effective_input_weight_norm,native weight coordinates,0.44765356701612474,0.4670029282569885,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,morlet,32,96,effective_output_weight_norm,native weight coordinates,2.5335505958497526,2.6721001863479614,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_long,64,192,mean_scaled_squared_norm,scaled feature units squared,9.724477717399598,9.821154117584229,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_long,64,192,mean_unscaled_squared_norm,native feature units squared,622.3665739135743,628.5538635253906,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_long,64,192,median_scaled_norm,scaled feature units,3.176227657556534,3.1979267597198486,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_long,64,192,median_unscaled_norm,native feature units,25.409821260452272,25.58341407775879,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_long,64,192,input_weight_gradient_norm,loss per native parameter coordinate,0.9585255716145039,0.883385419845581,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_long,64,192,raw_input_weight_norm,native weight coordinates,0.6805434950292111,0.7090131342411041,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_long,64,192,effective_input_weight_norm,native weight coordinates,0.6805434950292111,0.7090131342411041,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stft_long,64,192,effective_output_weight_norm,native weight coordinates,2.5335505958497526,2.6721001863479614,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,mexican_hat,32,96,mean_scaled_squared_norm,scaled feature units squared,5.91907683467865,5.9220123291015625,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,mexican_hat,32,96,mean_unscaled_squared_norm,native feature units squared,189.4104587097168,189.50439453125,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,mexican_hat,32,96,median_scaled_norm,scaled feature units,2.426838875770569,2.441170334815979,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,mexican_hat,32,96,median_unscaled_norm,native feature units,13.728273807236054,13.809344782238508,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,mexican_hat,32,96,input_weight_gradient_norm,loss per native parameter coordinate,0.7536930382177234,0.707935243844986,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,mexican_hat,32,96,raw_input_weight_norm,native weight coordinates,0.47120888326317073,0.49403104186058044,1000,0,1000,12000,recorded,raw first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,mexican_hat,32,96,effective_input_weight_norm,native weight coordinates,0.47120888326317073,0.49403104186058044,1000,0,1000,12000,recorded,effective capped first-readout input-column-block Frobenius norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,mexican_hat,32,96,effective_output_weight_norm,native weight coordinates,2.5335505958497526,2.6721001863479614,1000,0,1000,12000,recorded,whole effective output matrix norm; repeated across branch rows,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stockwell,40,120,mean_scaled_squared_norm,scaled feature units squared,17.509509525299073,17.533218383789062,1000,0,1000,12000,recorded,recorded within-batch mean of ||z/sqrt(d)||^2,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stockwell,40,120,mean_unscaled_squared_norm,native feature units squared,700.3803810119629,701.3287353515625,1000,0,1000,12000,recorded,d times recorded mean_scaled_squared_norm,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stockwell,40,120,median_scaled_norm,scaled feature units,4.219409244537354,4.241060495376587,1000,0,1000,12000,recorded,recorded within-batch median of ||z/sqrt(d)||; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stockwell,40,120,median_unscaled_norm,native feature units,26.685887186216824,26.82282171990404,1000,0,1000,12000,recorded,sqrt(d) times recorded median_scaled_norm; not pooled-window median,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
O,42,core,stockwell,40,120,input_weight_gradient_norm,loss per native parameter coordinate,1.2808293800652026,1.2004563808441162,1000,0,1000,12000,recorded,raw first-readout parameter gradient Frobenius norm; MLP input-column block,"equal-weight summaries of recorded source-training batch statistics; changing models, not frozen population estimates",/tmp/p01-d1-20260919-1irHPs/artifacts/d1_pu_20260919/core/O/seed_42/training_features.csv
