name,arm,seed,split,role,alpha,predictor,scope,A,b,sqrt_A,b_over_sqrt_A,alpha_sqrt_A,repair,damage,prediction_change_rate
MLP16_seed_42,MLP16,42,validation,direct,1.0,deployed,source,0.10005865531967417,0.004709741386973355,0.3163204946247937,0.01488914397582697,0.3163204946247937,0.20000000000000004,0.4000000000000001,0.6
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:0,0.10371777399856792,0.0030416097476017147,0.32205243982706905,0.009444454913103448,0.32205243982706905,0.0,0.0,0.0
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:2,0.10022563197639275,0.007383195188225711,0.31658432048412116,0.02332141774088912,0.31658432048412116,0.0,0.0,0.0
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,condition:3,0.10515088528954648,0.0038796830298557404,0.32426977239568056,0.01196436843678933,0.32426977239568056,0.0,0.0,0.0
MLP16_seed_123,MLP16,123,validation,direct,1.0,raw,source,0.10303143042150238,0.004768162655227722,0.3209850937683904,0.014854779077897716,0.3209850937683904,0.0,0.0,0.0
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:0,0.10371777399856792,0.0030416097476017147,0.32205243982706905,0.009444454913103448,0.32205243982706905,0.2,0.2,0.4
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:2,0.10022563197639275,0.007383195188225711,0.31658432048412116,0.02332141774088912,0.31658432048412116,0.0,0.2,0.2
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,condition:3,0.10515088528954648,0.0038796830298557404,0.32426977239568056,0.01196436843678933,0.32426977239568056,0.0,0.2,0.2
MLP16_seed_123,MLP16,123,validation,direct,1.0,candidate,source,0.10303143042150238,0.004768162655227722,0.3209850937683904,0.014854779077897716,0.3209850937683904,0.06666666666666667,0.20000000000000004,0.26666666666666666
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:0,0.10371777399856792,0.0030416097476017147,0.32205243982706905,0.009444454913103448,0.32205243982706905,0.2,0.2,0.4
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:2,0.10022563197639275,0.007383195188225711,0.31658432048412116,0.02332141774088912,0.31658432048412116,0.0,0.2,0.2
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,condition:3,0.10515088528954648,0.0038796830298557404,0.32426977239568056,0.01196436843678933,0.32426977239568056,0.0,0.2,0.2
MLP16_seed_123,MLP16,123,validation,direct,1.0,deployed,source,0.10303143042150238,0.004768162655227722,0.3209850937683904,0.014854779077897716,0.3209850937683904,0.06666666666666667,0.20000000000000004,0.26666666666666666
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:0,0.10827177543731199,0.004135132102054529,0.3290467678572637,0.012567004164734103,0.3290467678572637,0.0,0.0,0.0
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:2,0.10460007479975456,0.008526151354624062,0.3234193482149059,0.026362527170015193,0.3234193482149059,0.0,0.0,0.0
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,condition:3,0.10919858685440822,0.004392758632346927,0.330452094643699,0.013293178356406846,0.330452094643699,0.0,0.0,0.0
MLP16_seed_456,MLP16,456,validation,direct,1.0,raw,source,0.10735681236382492,0.0056846806963418385,0.32765349435619473,0.017349672120883827,0.32765349435619473,0.0,0.0,0.0
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:0,0.10827177543731199,0.004135132102054529,0.3290467678572637,0.012567004164734103,0.3290467678572637,0.0,0.2,0.2
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:2,0.10460007479975456,0.008526151354624062,0.3234193482149059,0.026362527170015193,0.3234193482149059,0.0,0.2,0.2
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,condition:3,0.10919858685440822,0.004392758632346927,0.330452094643699,0.013293178356406846,0.330452094643699,0.0,0.2,0.2
MLP16_seed_456,MLP16,456,validation,direct,1.0,candidate,source,0.10735681236382492,0.0056846806963418385,0.32765349435619473,0.017349672120883827,0.32765349435619473,0.0,0.20000000000000004,0.20000000000000004
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:0,0.10827177543731199,0.004135132102054529,0.3290467678572637,0.012567004164734103,0.3290467678572637,0.0,0.2,0.2
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:2,0.10460007479975456,0.008526151354624062,0.3234193482149059,0.026362527170015193,0.3234193482149059,0.0,0.2,0.2
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,condition:3,0.10919858685440822,0.004392758632346927,0.330452094643699,0.013293178356406846,0.330452094643699,0.0,0.2,0.2
MLP16_seed_456,MLP16,456,validation,direct,1.0,deployed,source,0.10735681236382492,0.0056846806963418385,0.32765349435619473,0.017349672120883827,0.32765349435619473,0.0,0.20000000000000004,0.20000000000000004
O_seed_42,O,42,validation,direct,1.0,raw,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.19205650030153992,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,raw,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.19058940497171828,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,raw,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.22020602114326657,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,raw,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.20141227399151374,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,candidate,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.19205650030153992,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,candidate,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.19058940497171828,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,candidate,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.22020602114326657,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,candidate,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.20141227399151374,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,deployed,condition:0,0.036885699308075406,-0.006368526007662767,0.19205650030153992,-0.03315964832048803,0.19205650030153992,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,deployed,condition:2,0.03632432128747363,-0.0030960354017177554,0.19058940497171828,-0.01624453049830959,0.19058940497171828,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,deployed,condition:3,0.04849069174774877,0.007103546510390834,0.22020602114326657,0.032258638857877775,0.22020602114326657,0.0,0.0,0.0
O_seed_42,O,42,validation,direct,1.0,deployed,source,0.0405669041144326,-0.000787004966329896,0.20141227399151374,-0.003907433001640484,0.20141227399151374,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,raw,condition:0,0.04480631141137425,-0.0024780363129380794,0.21167501366806205,-0.011706796517911223,0.21167501366806205,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,raw,condition:2,0.04422860856139842,0.0034654244301068533,0.2103059879351951,0.016478011226074597,0.2103059879351951,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,raw,condition:3,0.06137462677892417,0.009472015181679502,0.24773902958339886,0.03823384307917797,0.24773902958339886,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,raw,source,0.05013651558389895,0.003486467766282758,0.22391184779707157,0.01557071588923914,0.22391184779707157,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,candidate,condition:0,0.04480631141137425,-0.0024780363129380794,0.21167501366806205,-0.011706796517911223,0.21167501366806205,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,candidate,condition:2,0.04422860856139842,0.0034654244301068533,0.2103059879351951,0.016478011226074597,0.2103059879351951,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,candidate,condition:3,0.06137462677892417,0.009472015181679502,0.24773902958339886,0.03823384307917797,0.24773902958339886,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,candidate,source,0.05013651558389895,0.003486467766282758,0.22391184779707157,0.01557071588923914,0.22391184779707157,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,deployed,condition:0,0.04480631141137425,-0.0024780363129380794,0.21167501366806205,-0.011706796517911223,0.21167501366806205,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,deployed,condition:2,0.04422860856139842,0.0034654244301068533,0.2103059879351951,0.016478011226074597,0.2103059879351951,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,deployed,condition:3,0.06137462677892417,0.009472015181679502,0.24773902958339886,0.03823384307917797,0.24773902958339886,0.0,0.0,0.0
O_seed_123,O,123,validation,direct,1.0,deployed,source,0.05013651558389895,0.003486467766282758,0.22391184779707157,0.01557071588923914,0.22391184779707157,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,raw,condition:0,0.05493337706202171,0.00591107218851227,0.2343787043697053,0.0252201760582661,0.2343787043697053,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,raw,condition:2,0.05449182914864529,0.011824356458401407,0.23343484990173444,0.050653775404053546,0.23343484990173444,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,raw,condition:3,0.06811462603774163,0.01368850821315506,0.26098778905868686,0.052448845451834536,0.26098778905868686,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,raw,source,0.05917994408280288,0.010474645620022913,0.24326928306467893,0.043057822541607026,0.24326928306467893,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,candidate,condition:0,0.05493337706202171,0.00591107218851227,0.2343787043697053,0.0252201760582661,0.2343787043697053,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,candidate,condition:2,0.05449182914864529,0.011824356458401407,0.23343484990173444,0.050653775404053546,0.23343484990173444,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,candidate,condition:3,0.06811462603774163,0.01368850821315506,0.26098778905868686,0.052448845451834536,0.26098778905868686,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,candidate,source,0.05917994408280288,0.010474645620022913,0.24326928306467893,0.043057822541607026,0.24326928306467893,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,deployed,condition:0,0.05493337706202171,0.00591107218851227,0.2343787043697053,0.0252201760582661,0.2343787043697053,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,deployed,condition:2,0.05449182914864529,0.011824356458401407,0.23343484990173444,0.050653775404053546,0.23343484990173444,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,deployed,condition:3,0.06811462603774163,0.01368850821315506,0.26098778905868686,0.052448845451834536,0.26098778905868686,0.0,0.0,0.0
O_seed_456,O,456,validation,direct,1.0,deployed,source,0.05917994408280288,0.010474645620022913,0.24326928306467893,0.043057822541607026,0.24326928306467893,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,raw,condition:0,0.050593708911199686,-0.0018594968456542142,0.22493045349885304,-0.008266985713713933,0.22493045349885304,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,raw,condition:2,0.04972480229452722,0.0016917581721313136,0.2229905879056944,0.007586679725006061,0.2229905879056944,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,raw,condition:3,0.0647755072308149,0.009452835722316389,0.2545103283381932,0.037141265676870545,0.2545103283381932,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,raw,source,0.05503133947884727,0.003095032349597829,0.23458759446920308,0.013193503930166897,0.23458759446920308,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,candidate,condition:0,0.050593708911199686,-0.0018594968456542142,0.22493045349885304,-0.008266985713713933,0.22493045349885304,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,candidate,condition:2,0.04972480229452722,0.0016917581721313136,0.2229905879056944,0.007586679725006061,0.2229905879056944,0.0,0.13999999999999999,0.13999999999999999
UO_seed_42,UO,42,validation,direct,1.0,candidate,condition:3,0.0647755072308149,0.009452835722316389,0.2545103283381932,0.037141265676870545,0.2545103283381932,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,candidate,source,0.05503133947884727,0.003095032349597829,0.23458759446920308,0.013193503930166897,0.23458759446920308,0.0,0.04666666666666666,0.04666666666666666
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:0,0.050593708911199686,-0.0018594968456542142,0.22493045349885304,-0.008266985713713933,0.22493045349885304,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:2,0.04972480229452722,0.0016917581721313136,0.2229905879056944,0.007586679725006061,0.2229905879056944,0.0,0.13999999999999999,0.13999999999999999
UO_seed_42,UO,42,validation,direct,1.0,deployed,condition:3,0.0647755072308149,0.009452835722316389,0.2545103283381932,0.037141265676870545,0.2545103283381932,0.0,0.0,0.0
UO_seed_42,UO,42,validation,direct,1.0,deployed,source,0.05503133947884727,0.003095032349597829,0.23458759446920308,0.013193503930166897,0.23458759446920308,0.0,0.04666666666666666,0.04666666666666666
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:0,0.06944948307672606,0.00999584185569146,0.2635326983065404,0.037930176862016295,0.2635326983065404,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:2,0.06786160158286625,0.01528495333533631,0.26050259419603916,0.058674860350272515,0.26050259419603916,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,raw,condition:3,0.08628594261116222,0.01852188344996858,0.29374468950291205,0.0630543601700924,0.29374468950291205,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,raw,source,0.07453234242358485,0.014600892880332117,0.27300612158628396,0.05348192485756216,0.27300612158628396,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:0,0.06944948307672606,0.00999584185569146,0.2635326983065404,0.037930176862016295,0.2635326983065404,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:2,0.06786160158286625,0.01528495333533631,0.26050259419603916,0.058674860350272515,0.26050259419603916,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,candidate,condition:3,0.08628594261116222,0.01852188344996858,0.29374468950291205,0.0630543601700924,0.29374468950291205,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,candidate,source,0.07453234242358485,0.014600892880332117,0.27300612158628396,0.05348192485756216,0.27300612158628396,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:0,0.06944948307672606,0.00999584185569146,0.2635326983065404,0.037930176862016295,0.2635326983065404,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:2,0.06786160158286625,0.01528495333533631,0.26050259419603916,0.058674860350272515,0.26050259419603916,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,deployed,condition:3,0.08628594261116222,0.01852188344996858,0.29374468950291205,0.0630543601700924,0.29374468950291205,0.0,0.0,0.0
UO_seed_123,UO,123,validation,direct,1.0,deployed,source,0.07453234242358485,0.014600892880332117,0.27300612158628396,0.05348192485756216,0.27300612158628396,0.0,0.0,0.0
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:0,0.0638684353595113,0.007559084122763772,0.2527220515893128,0.02991066301981316,0.2527220515893128,0.0,0.0,0.0
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:2,0.06338303106298412,0.012070926916733107,0.2517598678562255,0.04794619181968489,0.2517598678562255,0.0,0.0,0.0
UO_seed_456,UO,456,validation,direct,1.0,raw,condition:3,0.08064263605758308,0.019223665447670853,0.2839764709576888,0.06769457125388072,0.2839764709576888,0.0,0.0,0.0
UO_seed_456,UO,456,validation,direct,1.0,raw,source,0.06929803416002617,0.012951225495722578,0.2632451977910066,0.04919833525702036,0.2632451977910066,0.0,0.0,0.0
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:0,0.0638684353595113,0.007559084122763772,0.2527220515893128,0.02991066301981316,0.2527220515893128,0.0,0.16999999999999998,0.16999999999999998
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:2,0.06338303106298412,0.012070926916733107,0.2517598678562255,0.04794619181968489,0.2517598678562255,0.0,0.13999999999999999,0.13999999999999999
UO_seed_456,UO,456,validation,direct,1.0,candidate,condition:3,0.08064263605758308,0.019223665447670853,0.2839764709576888,0.06769457125388072,0.2839764709576888,0.0,0.2,0.2
UO_seed_456,UO,456,validation,direct,1.0,candidate,source,0.06929803416002617,0.012951225495722578,0.2632451977910066,0.04919833525702036,0.2632451977910066,0.0,0.17,0.17
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:0,0.0638684353595113,0.007559084122763772,0.2527220515893128,0.02991066301981316,0.2527220515893128,0.0,0.16999999999999998,0.16999999999999998
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:2,0.06338303106298412,0.012070926916733107,0.2517598678562255,0.04794619181968489,0.2517598678562255,0.0,0.13999999999999999,0.13999999999999999
UO_seed_456,UO,456,validation,direct,1.0,deployed,condition:3,0.08064263605758308,0.019223665447670853,0.2839764709576888,0.06769457125388072,0.2839764709576888,0.0,0.2,0.2
UO_seed_456,UO,456,validation,direct,1.0,deployed,source,0.06929803416002617,0.012951225495722578,0.2632451977910066,0.04919833525702036,0.2632451977910066,0.0,0.17,0.17
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:0,0.043906961717821755,0.00042031780296539754,0.20953988097214754,0.0020059083789460918,0.20953988097214754,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:2,0.042847885567609434,0.003077405089371704,0.20699730811681932,0.014866884585933672,0.20699730811681932,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,raw,condition:3,0.05671877763858875,0.017142574022763934,0.2381570440667014,0.07198012592885036,0.2381570440667014,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,raw,source,0.04782454164133998,0.0068800989717003455,0.21868822931593732,0.0314607649127778,0.21868822931593732,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:0,0.043906961717821755,0.00042031780296539754,0.20953988097214754,0.0020059083789460918,0.20953988097214754,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:2,0.042847885567609434,0.003077405089371704,0.20699730811681932,0.014866884585933672,0.20699730811681932,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,candidate,condition:3,0.05671877763858875,0.017142574022763934,0.2381570440667014,0.07198012592885036,0.2381570440667014,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,candidate,source,0.04782454164133998,0.0068800989717003455,0.21868822931593732,0.0314607649127778,0.21868822931593732,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,deployed,condition:0,0.043906961717821755,0.00042031780296539754,0.20953988097214754,0.0020059083789460918,0.20953988097214754,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,deployed,condition:2,0.042847885567609434,0.003077405089371704,0.20699730811681932,0.014866884585933672,0.20699730811681932,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,deployed,condition:3,0.05671877763858875,0.017142574022763934,0.2381570440667014,0.07198012592885036,0.2381570440667014,0.0,0.0,0.0
RO_seed_42,RO,42,validation,direct,1.0,deployed,source,0.04782454164133998,0.0068800989717003455,0.21868822931593732,0.0314607649127778,0.21868822931593732,0.0,0.0,0.0
RO_seed_123,RO,123,validation,direct,1.0,raw,condition:0,0.047443958639393,0.0011510988000619214,0.21781634153431417,0.0052847219448894315,0.21781634153431417,0.0,0.0,0.0
RO_seed_123,RO,123,validation,direct,1.0,raw,condition:2,0.04663955967392864,0.006145753851956417,0.21596194033655244,0.02845757841580303,0.21596194033655244,0.0,0.0,0.0
RO_seed_123,RO,123,validation,direct,1.0,raw,condition:3,0.0637405389992635,0.019450907548196915,0.2524688871906071,0.07704279035979594,0.2524688871906071,0.0,0.0,0.0
RO_seed_123,RO,123,validation,direct,1.0,raw,source,0.05260801910419505,0.008915920066738418,0.229364380635257,0.038872295872813906,0.229364380635257,0.0,0.0,0.0
RO_seed_123,RO,123,validation,direct,1.0,candidate,condition:0,0.047443958639393,0.0011510988000619214,0.21781634153431417,0.0052847219448894315,0.21781634153431417,0.0,0.09,0.09
RO_seed_123,RO,123,validation,direct,1.0,candidate,condition:2,0.04663955967392864,0.006145753851956417,0.21596194033655244,0.02845757841580303,0.21596194033655244,0.0,0.03,0.03
RO_seed_123,RO,123,validation,direct,1.0,candidate,condition:3,0.0637405389992635,0.019450907548196915,0.2524688871906071,0.07704279035979594,0.2524688871906071,0.0,0.11000000000000001,0.11000000000000001
RO_seed_123,RO,123,validation,direct,1.0,candidate,source,0.05260801910419505,0.008915920066738418,0.229364380635257,0.038872295872813906,0.229364380635257,0.0,0.07666666666666667,0.07666666666666667
RO_seed_123,RO,123,validation,direct,1.0,deployed,condition:0,0.047443958639393,0.0011510988000619214,0.21781634153431417,0.0052847219448894315,0.21781634153431417,0.0,0.09,0.09
RO_seed_123,RO,123,validation,direct,1.0,deployed,condition:2,0.04663955967392864,0.006145753851956417,0.21596194033655244,0.02845757841580303,0.21596194033655244,0.0,0.03,0.03
RO_seed_123,RO,123,validation,direct,1.0,deployed,condition:3,0.0637405389992635,0.019450907548196915,0.2524688871906071,0.07704279035979594,0.2524688871906071,0.0,0.11000000000000001,0.11000000000000001
RO_seed_123,RO,123,validation,direct,1.0,deployed,source,0.05260801910419505,0.008915920066738418,0.229364380635257,0.038872295872813906,0.229364380635257,0.0,0.07666666666666667,0.07666666666666667
RO_seed_456,RO,456,validation,direct,1.0,raw,condition:0,0.04454663754659852,-0.0007349624317191494,0.21106074373648578,-0.003482231791226733,0.21106074373648578,0.0,0.0,0.0
RO_seed_456,RO,456,validation,direct,1.0,raw,condition:2,0.04417469582518859,0.0023898798626486766,0.21017777195790374,0.011370754577831108,0.21017777195790374,0.0,0.0,0.0
RO_seed_456,RO,456,validation,direct,1.0,raw,condition:3,0.0557999330572219,0.015445850268320696,0.23622009452462314,0.06538753741253223,0.23622009452462314,0.0,0.0,0.0
RO_seed_456,RO,456,validation,direct,1.0,raw,source,0.04817375547633634,0.005700255899750074,0.21948520559786333,0.02597102562891631,0.21948520559786333,0.0,0.0,0.0
RO_seed_456,RO,456,validation,direct,1.0,candidate,condition:0,0.04454663754659852,-0.0007349624317191494,0.21106074373648578,-0.003482231791226733,0.21106074373648578,0.0,0.01,0.01
RO_seed_456,RO,456,validation,direct,1.0,candidate,condition:2,0.04417469582518859,0.0023898798626486766,0.21017777195790374,0.011370754577831108,0.21017777195790374,0.0,0.01,0.01
RO_seed_456,RO,456,validation,direct,1.0,candidate,condition:3,0.0557999330572219,0.015445850268320696,0.23622009452462314,0.06538753741253223,0.23622009452462314,0.0,0.0,0.0
RO_seed_456,RO,456,validation,direct,1.0,candidate,source,0.04817375547633634,0.005700255899750074,0.21948520559786333,0.02597102562891631,0.21948520559786333,0.0,0.006666666666666667,0.006666666666666667
RO_seed_456,RO,456,validation,direct,1.0,deployed,condition:0,0.04454663754659852,-0.0007349624317191494,0.21106074373648578,-0.003482231791226733,0.21106074373648578,0.0,0.01,0.01
RO_seed_456,RO,456,validation,direct,1.0,deployed,condition:2,0.04417469582518859,0.0023898798626486766,0.21017777195790374,0.011370754577831108,0.21017777195790374,0.0,0.01,0.01
RO_seed_456,RO,456,validation,direct,1.0,deployed,condition:3,0.0557999330572219,0.015445850268320696,0.23622009452462314,0.06538753741253223,0.23622009452462314,0.0,0.0,0.0
RO_seed_456,RO,456,validation,direct,1.0,deployed,source,0.04817375547633634,0.005700255899750074,0.21948520559786333,0.02597102562891631,0.21948520559786333,0.0,0.006666666666666667,0.006666666666666667
RC_seed_42,RC,42,validation,direct,1.0,raw,condition:0,0.04390696136040868,0.00042031320759906843,0.2095398801192954,0.0020058864563622706,0.2095398801192954,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,raw,condition:2,0.042847886112168956,0.003077402471084782,0.2069973094321976,0.014866871842567556,0.2069973094321976,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,raw,condition:3,0.056718777244084584,0.01714257405662048,0.23815704323845766,0.07198012632133775,0.23815704323845766,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,raw,source,0.04782454157222074,0.006880096578434777,0.21868822915790584,0.03146075399177951,0.21868822915790584,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,candidate,condition:0,0.04390696136040868,0.00042031320759906843,0.2095398801192954,0.0020058864563622706,0.2095398801192954,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,candidate,condition:2,0.042847886112168956,0.003077402471084782,0.2069973094321976,0.014866871842567556,0.2069973094321976,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,candidate,condition:3,0.056718777244084584,0.01714257405662048,0.23815704323845766,0.07198012632133775,0.23815704323845766,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,candidate,source,0.04782454157222074,0.006880096578434777,0.21868822915790584,0.03146075399177951,0.21868822915790584,0.0,0.0,0.0
RC_seed_42,RC,42,validation,direct,1.0,deployed,condition:0,0.04390696136040868,0.00042031320759906843,0.2095398801192954,0.0020058864563622706,0.2095398801192954,0.0,0.0,0.0
